npi,basic_organization_name,basic_organizational_subpart,basic_enumeration_date,basic_last_updated,basic_status,basic_authorized_official_credential,basic_authorized_official_first_name,basic_authorized_official_last_name,basic_authorized_official_telephone_number,basic_authorized_official_title_or_position,basic_name,basic_parent_organization_ein,basic_parent_organization_legal_business_name,basic_authorized_official_middle_name,basic_authorized_official_name_prefix,basic_authorized_official_name_suffix,basic_certification_date,basic_name_prefix,basic_first_name,basic_last_name,basic_middle_name,basic_credential,basic_sole_proprietor,basic_gender,addresses_country_code,addresses_country_name,addresses_address_purpose,addresses_address_type,addresses_address_1,addresses_address_2,addresses_city,addresses_state,addresses_postal_code,addresses_telephone_number,addresses_fax_number
1346343027,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,204 HAMPTON AVE,"",PICKENS,SC,296712420,864-878-7954,
1346343787,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2011-12-01,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2446 HUDSON RD,"",GREER,SC,296502923,864-244-8893,
1346343886,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1942 MONTAGUE AVENUE EXT,"",GREENWOOD,SC,296499045,864-223-7679,
1346412939,INGLES MARKETS INC,NO,2008-03-24,2019-08-15,A,RPH,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMACY,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,410 PELZER HWY,"",EASLEY,SC,296422106,864-855-6856,864-855-6972
1346571460,PALMETTO FAMILY PHARMACY,NO,2010-01-29,2016-03-30,A,,BRANDON,HALL,803-981-4957,CO-OWNER,PALMETTO FAMILY PHARMACY,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1030 OAKLAND AVE STE 101,"",ROCK HILL,SC,297323074,803-980-7272,803-980-6969
1346723004,"EAU CLAIRE COOPERTIVE HEALTH CENTER, INC.",YES,2018-09-10,2019-05-10,A,,DELGADO,CANTAVE,803-733-5969,CEO,"EAU CLAIRE COOPERTIVE HEALTH CENTER, INC.",<UNAVAIL>,"EAU CLAIRE COOPERATIVE HEALTH CENTER, INC",,,,,,,,,,,,US,United States,LOCATION,DOM,407 NORTH BROWN ST,"",WEST COLUMBIA,SC,291695710,803-722-1352,803-995-8846
1346760592,HARLEYVILLE DRUG LLC,NO,2017-06-20,2018-07-19,A,,MARLA,WESTBURY,843-563-1010,OWNER,HARLEYVILLE DRUG LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,108 W MAIN ST,"",HARLEYVILLE,SC,294483700,843-462-7646,843-462-7646
1356368500,WAL-MART STORES EAST LP,NO,2006-07-16,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1636 SANDIFER BLVD,"",SENECA,SC,296780906,864-885-0119,
1356377402,WALGREEN CO,YES,2006-06-23,2016-06-28,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1098 N FRASER ST,"",GEORGETOWN,SC,294402849,843-545-1732,
1356393771,BRIDGERS DRUG STORE & GIFTS LLC,NO,2006-05-16,2020-10-24,A,PHARMD,BRENT,HASTY,843-423-2682,OWNER,BRIDGERS DRUG STORE & GIFTS LLC,,,A,DR.,,2020-10-24,,,,,,,,US,United States,LOCATION,DOM,305 N MAIN ST,"",MARION,SC,295713027,843-423-2682,843-423-2429
1356444038,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,4627 MAIN ST,"",COLUMBIA,SC,292035980,803-786-1106,
1356445159,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",NO,2006-09-12,2012-02-29,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,698 FAIRVIEW RD,"",SIMPSONVILLE,SC,296806708,864-962-8991,
1356487607,SOUTH CAROLINA DEPT OF MENTAL HEALTH ACCOUNTING OFFICE,NO,2007-01-30,2018-04-23,A,RPH,CHRISTINE,LATHAM,803-935-7154,DIRECTOR OF PHARMACY,SOUTH CAROLINA DEPT OF MENTAL HEALTH ACCOUNTING OFFICE,,,SHARP,MRS.,,,,,,,,,,US,United States,LOCATION,DOM,220 FAISON DR,"",COLUMBIA,SC,292033210,803-935-7154,803-935-5627
1356490148,THE FINKLIN CORPORATION,NO,2007-01-09,2020-09-30,A,,MICHAEL,FINKLIN,803-799-9520,OWNER/OPERATOR,THE FINKLIN CORPORATION,,,L,,,2020-09-30,,,,,,,,US,United States,LOCATION,DOM,3800 N MAIN ST STE A,"",COLUMBIA,SC,292036446,803-735-0525,803-799-9522
1356510820,WALGREEN CO,YES,2008-02-28,2016-01-11,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1903 S LAKE DR,"",LEXINGTON,SC,290737760,803-356-1001,
1356674378,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",NO,2009-09-09,2010-11-19,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS","SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,930 82ND PKWY,"",MYRTLE BEACH,SC,29572,401-765-1500,
1356726798,DELTA OF HOLLYWOOD LLC,NO,2015-07-28,2015-11-25,A,,ANDRIA,WELCH,843-761-5255,MANAGER,DELTA OF HOLLYWOOD LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,6251 HIGHWAY 162,"",HOLLYWOOD,SC,294495782,843-564-5720,843-899-4970
1356767461,INGLES MARKETS INC,NO,2014-03-13,2019-08-15,A,RPH,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMACY,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1900 N MAIN ST,"",ANDERSON,SC,296213849,864-332-0552,864-226-8414
1356812432,"POLARIS PHARMACY SERVICES OF NORTH CAROLINA, LLC",NO,2018-12-16,2020-07-29,A,,DAVID,ROMBRO,800-589-9747,CEO,"POLARIS PHARMACY SERVICES OF NORTH CAROLINA, LLC",,,,,,2020-07-29,,,,,,,,US,United States,LOCATION,DOM,3300 MONROE RD UNIT E&F,"",CHARLOTTE,NC,282057853,800-589-5737,980-888-1819
1356906903,PHV LLV,NO,2019-05-08,2019-09-30,A,PHARMACIST,VERONICA,VARZARU,803-581-1095,PHARMACIST IN CHARGE,PHV LLV,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1645 J A COCHRAN BYP STE G,"",CHESTER,SC,297063102,803-581-1095,803-845-3724
1366065468,LEXINGTON PHARMACY LLC,NO,2020-05-22,2020-05-22,A,PHARMD,DHRUTIBEN,PATEL,806-831-7107,OWNER/PHARMACIST IN CHARGE,LEXINGTON PHARMACY LLC,,,P,DR.,,2020-05-22,,,,,,,,US,United States,LOCATION,DOM,104 SCARBOROUGH DR STE C,"",LEXINGTON,SC,290721922,803-490-0022,803-490-0029
1366457434,WALGREEN CO,YES,2006-07-29,2016-08-25,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,2224 AUGUSTA RD,"",WEST COLUMBIA,SC,291694524,803-791-3676,
1366457459,WALGREEN CO,YES,2006-07-29,2016-08-29,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,2407 BROAD ST,"",CAMDEN,SC,290202342,803-424-2510,
1366459323,WALGREEN CO,YES,2006-08-02,2016-08-29,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,108 HIGHWAY 28 BYP,"",ANDERSON,SC,296243742,864-296-5208,
1366469520,WAL-MART STORES EAST LP,NO,2006-07-16,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,605 SAINT JAMES AVE,"",GOOSE CREEK,SC,294452758,843-553-3185,
1366540916,"NORTH CAROLINA CVS PHARMACY, L.L.C.",NO,2006-09-20,2012-03-05,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS","NORTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,16035 JOHNSTON RD,"",CHARLOTTE,NC,28277,704-542-5132,
1366546160,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",NO,2006-09-12,2010-11-19,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,224 E BUTLER RD,"",MAULDIN,SC,296622129,864-234-1282,
1366597270,MOON'S DRUG STORE,NO,2007-01-24,2020-08-22,A,RPH,JERRY,SMITH,864-647-5941,OWNER PHARMACIST,MOON'S DRUG STORE,,,L,,,,,,,,,,,US,United States,LOCATION,DOM,132 E MAIN ST,"",WESTMINSTER,SC,296931753,864-647-5941,864-647-2906
1366640955,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",NO,2007-07-05,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,59 GEORGE STREET,"",CHARLESTON,SC,294011422,843-720-8523,
1366642209,WAL-MART STORES EAST LP,NO,2007-07-19,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1780 S LAKE DR,"",LEXINGTON,SC,290738102,803-957-1321,
1366774408,HEROLDS PHARMACY LLC,NO,2010-01-30,2013-02-14,A,,MARY,WISE,843-754-8867,"OWNER, PHARMACIST IN CHARGE",HEROLDS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2057 CHARLIE HALL BLVD STE C,"",CHARLESTON,SC,294146164,843-637-3037,866-728-6778
1366830408,WALGREEN CO,YES,2014-12-23,2016-10-17,A,,ALAN,NIELSEN,847-315-3523,ASST SECRETARY,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,726 S IRBY ST,"",FLORENCE,SC,295015214,843-773-3021,
1376057570,"GOLDEN TOWN PHARMACY, LLC",NO,2017-11-27,2018-04-03,A,RPH,JOHNNY,CAPPS,843-358-7777,OWNER,"GOLDEN TOWN PHARMACY, LLC",,,RAY,DR.,,,,,,,,,,US,United States,LOCATION,DOM,2837 HIGHWAY 501 EAST,"",AYNOR,SC,29511,843-992-6243,
1376550327,WALGREEN CO,YES,2006-08-02,2016-08-26,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,11 N CAUSEWAY RD,"",PAWLEYS ISLAND,SC,295856675,843-979-1079,
1376558445,WALGREEN CO,YES,2006-07-29,2018-06-15,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,20 HATTON PL STE 100,"",HILTON HEAD ISLAND,SC,299264205,843-342-7451,
1376558452,WALGREEN CO,YES,2006-07-29,2016-08-26,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1500 S IRBY ST,"",FLORENCE,SC,295053408,843-629-8427,
1376558460,WALGREEN CO,YES,2006-07-29,2016-08-26,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,9998 DORCHESTER RD,"",SUMMERVILLE,SC,294858529,843-851-7716,
1376560532,WAL-MART STORES EAST LP,NO,2006-07-16,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1231 FOLLY RD,"",CHARLESTON,SC,294124105,843-762-9047,
1376583716,PUBLIX SUPER MARKETS INC,NO,2006-06-07,2019-11-18,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,215 PELHAM RD,"",GREENVILLE,SC,296152546,864-370-8215,864-370-8220
1376614594,"PHARMACY ASSOCIATES OF ANDERSON, INC",NO,2006-11-10,2020-08-22,A,RPH,THOMAS,DEAL,864-225-3119,PHARMACIST,"PHARMACY ASSOCIATES OF ANDERSON, INC",,,SCOTT,MR.,,,,,,,,,,US,United States,LOCATION,DOM,2627 S MAIN ST,"",ANDERSON,SC,296243241,864-225-3119,864-225-0411
1376646067,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2011-12-06,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1300 TIGER BLVD,"",CLEMSON,SC,296311114,864-653-6724,
1376669184,CLEMSON UNIVERSITY,NO,2007-03-22,2016-12-18,A,,GEORGE,CLAY,864-656-3564,EXECUTIVE DIRECTOR,CLEMSON UNIVERSITY,,,,,,,,,,,,,,US,United States,LOCATION,DOM,735 MCMILLAN RD,CLEMSON UNIVERSITY,CLEMSON,SC,296340001,864-656-3562,864-656-2500
1376979229,WALGREEN CO,YES,2013-09-24,2016-10-18,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,808 E 5TH ST,"",TABOR CITY,NC,284632200,910-653-3562,
1386066132,"DILLON COMMUNITY PHARMACY, INC.",NO,2014-01-14,2014-07-11,A,RPH,WILLIAM,DUNLAP,803-984-1560,PHARMACIST,"DILLON COMMUNITY PHARMACY, INC.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,200 W HARRISON ST STE A,"",DILLON,SC,295363331,843-774-4749,843-627-0077
1386277846,CAROLINA PHARMACY INC.,NO,2020-02-12,2021-03-17,A,PHARMD,CHARLES,WISE,843-765-3320,PRESIDENT,CAROLINA PHARMACY INC.,,,WAYNE,MR.,JR.,2021-03-17,,,,,,,,US,United States,LOCATION,DOM,2537B E HIGHWAY 76,"",MARION,SC,295716347,843-933-7298,
1386603025,"INTRAMED PLUS, INC",NO,2006-03-21,2012-08-06,A,,SHELLEY,COOLEY,803-794-0200,REIMBURSEMENT DIRECTOR,"INTRAMED PLUS, INC",,,Y,,,,,,,,,,,US,United States,LOCATION,DOM,1200 WOODRUFF RD,SUITE G28,GREENVILLE,SC,296075730,864-281-1553,864-281-1583
1386659233,INGLES MARKETS INC,NO,2006-07-29,2019-08-15,A,RPH,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMAC Y,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,4600 HIGHWAY 9,"",INMAN,SC,293498001,864-814-3643,864-814-3711
1386659985,KAITLYNS PHARMACY INC,NO,2006-07-30,2016-03-24,A,R.PH.,TUNG,VU,704-588-9623,PHARMACY MANAGER,KAITLYNS PHARMACY INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,9100 S TRYON ST STE A,"",CHARLOTTE,NC,282733113,704-588-9623,704-588-9624
1386661544,WAL-MART STORES EAST LP,NO,2006-07-16,2017-02-20,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,900 HWY 52,"",LAKE CITY,SC,29560,843-394-8125,
1386747079,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",NO,2006-09-07,2010-11-19,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,MRS.,,,,,,,,,,US,United States,LOCATION,DOM,690 BETHEL ST,"",CLOVER,SC,297101156,803-222-1383,803-222-2608
1386855377,WALGREEN CO,YES,2007-05-24,2016-08-30,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1537 CHARLESTON HWY,"",WEST COLUMBIA,SC,291695047,803-769-3392,
1386872604,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",NO,2009-06-25,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS","SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,101 FOUNDERS BAY RD,"",MURRELLS INLET,SC,29576,401-765-1500,
1396166633,"HEROLD'S NORTH, LLC",NO,2014-01-03,2019-12-23,A,,WALT,JETER,843-367-1164,PIC,"HEROLD'S NORTH, LLC",,,,,,2019-12-23,,,,,,,,US,United States,LOCATION,DOM,8983 UNIVERSITY BLVD,SUITE 105,NORTH CHARLESTON,SC,29406,843-628-3330,843-300-1229
1396701447,"OPTUM INFUSION SERVICES 200, INC.",NO,2006-04-25,2020-07-07,A,,DAVID,OBERG,949-988-5893,COMPLIANCE OFFICER,"OPTUM INFUSION SERVICES 200, INC.",,,JOHN,,,2020-07-07,,,,,,,,US,United States,LOCATION,DOM,5895 CORE RD STE 417,"",NORTH CHARLESTON,SC,294066088,800-334-3464,866-942-8841
1396796769,KENS THRIFTEE PHARMACY INC,NO,2006-05-12,2017-02-20,A,CPHT,JUDSON,WRIGHT,864-638-9553,"OWNER, CORP SEC, MGR",KENS THRIFTEE PHARMACY INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,112 E MAIN ST,"",WALHALLA,SC,296911925,864-638-9553,864-638-3754
1396842233,CARE PHARMACY LLC,NO,2006-09-20,2015-07-14,A,RPH,RAYMOND,PASCHAL,843-545-9292,MEMBER,CARE PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,718 N FRASER ST,"",GEORGETOWN,SC,294403353,843-545-9292,843-520-4345
1396848156,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2011-12-06,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2814 N MAIN ST,"",ANDERSON,SC,296212757,864-224-3562,
1396848164,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2013-09-25,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,7749 GARNERS FERRY RD,"",COLUMBIA,SC,292093813,803-776-6605,
1396848883,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-05-23,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,SOUTH CAROLINA CVS PHARMACY LLC,,,F,,,,,,,,,,,US,United States,LOCATION,DOM,3460 HIGHWAY 153,"",PIEDMONT,SC,296739405,864-269-0314,
1396890638,WALGREEN CO,YES,2007-01-25,2016-08-31,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1210 HIGHWAY 301 N,"",DILLON,SC,295362455,843-774-2707,
1396962395,WAL-MART STORES EAST LP,NO,2007-04-19,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1326 BUSH RIVER RD,"",COLUMBIA,SC,292106804,803-750-3284,
1396988291,WAL-MART STORES EAST LP,NO,2009-04-08,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,151 MYRTLE RIDGE DR,"",CONWAY,SC,295262702,843-234-1420,
1407189921,WALGREEN CO,YES,2009-09-16,2016-10-04,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,2196 E MAIN ST,"",DUNCAN,SC,293349456,864-486-1779,
1407204613,WAL-MART STORES EAST LP,NO,2016-05-27,2017-02-27,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1616 CENTRAL AVE,"",SUMMERVILLE,SC,294839312,843-879-5202,843-879-5201
1407959174,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-03-01,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1337 S MAIN ST,"",GREENWOOD,SC,296463930,864-223-7956,
1407959273,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,700 N MAIN ST,"",MARION,SC,295712518,803-423-1021,
1417184334,WAL-MART STORES EAST LP,NO,2009-06-18,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,4875 OLD YORK RD,"",ROCK HILL,SC,297328127,803-323-2091,
1417356320,HOLLY STREET DRUGS LLC,NO,2014-08-15,2017-02-20,A,,RACHEL,OSTEEN,803-496-0007,"OWNER, PRESIDENT, PIC, AO",HOLLY STREET DRUGS LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,904 HOLLY ST,"",HOLLY HILL,SC,290590370,803-496-0007,803-496-0015
1417385899,FIVE POINTS COOPERATIVE PHARMACY,YES,2013-10-23,2013-10-23,A,M.D.,STUART,HAMILTON,803-733-5969,CEO,FIVE POINTS COOPERATIVE PHARMACY,<UNAVAIL>,"EAU CLAIRE COOPERATIVE HEALTH CENTER, INC",,DR.,,,,,,,,,,US,United States,LOCATION,DOM,1228 HARDEN ST,"",COLUMBIA,SC,292041800,803-748-0482,803-748-0597
1417952425,"ORANGE CUT RATE DRUG STORE, INC.",NO,2005-06-16,2016-08-30,A,,CHARLES,THOMPSON,803-536-0007,OWNER,"ORANGE CUT RATE DRUG STORE, INC.",,,PAIGE,MR.,JR.,,,,,,,,,US,United States,LOCATION,DOM,145 SMOAK ALLEY,"",ORANGEBURG,SC,29115,803-534-5931,
1427069095,SAVITZ DRUG STORE INC,NO,2006-08-10,2018-07-19,A,RPH,DONALD,BEAM,704-300-6727,PRESIDENT,SAVITZ DRUG STORE INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,815 W GREENWOOD ST,SUITE 4,ABBEVILLE,SC,296202471,864-366-2165,864-366-2167
1427070176,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-07-24,2016-11-30,A,,SUSAN,COLBERT,401-770-2751,"SR. DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2070 SAM RITTENBERG BLVD,"",CHARLESTON,SC,294074605,843-766-2130,843-766-2130
1427146059,BARNWELL HEALTH INVESTORS,NO,2006-10-10,2013-01-30,A,REG. PHARMACIST,KYLE,MCHUGH,803-259-1234,PRESIDENT,BARNWELL HEALTH INVESTORS,,,F,MR.,,,,,,,,,,US,United States,LOCATION,DOM,178 WREN ST,"",BARNWELL,SC,298121527,803-259-1234,803-259-1239
1427151109,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2011-12-07,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,120 N LONGST ST,"",KINGSTREE,SC,29556,843-354-5565,843-354-3735
1427151190,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2011-12-01,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1400 UNION ST,"",SPARTANBURG,SC,293024129,864-585-1610,
1427572106,WALGREEN CO,YES,2017-08-03,2019-03-06,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,1401 CHAPIN RD,"",CHAPIN,SC,290368874,,
1437176682,WAL-MART STORES EAST LP,NO,2006-07-16,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2709 CHURCH ST STE A,"",CONWAY,SC,295264440,843-365-0301,
1437252111,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,F,,,,,,,,,,,US,United States,LOCATION,DOM,101 LOCUST ST,"",LYMAN,SC,293651503,864-439-1040,
1437252871,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2492 HIGHWAY 9 E,"",LITTLE RIVER,SC,295666822,803-399-1726,
