ncessch,leaid,leanm05,schnam05,geoid,tract_latitude,tract_longitude,lat,lon
4.5e+11,4502850,MARION COUNTY SCHOOL DISTRICT 01,EASTERLING PRIMARY,45067950200,+34.2489777,-079.3850692,34.18717,-79.39172
4.5e+11,4502850,MARION COUNTY SCHOOL DISTRICT 01,JOHNAKIN MIDDLE,45067950200,+34.2489777,-079.3850692,34.1871,-79.39139
4.5e+11,4502850,MARION COUNTY SCHOOL DISTRICT 01,MARION HIGH SCHOOL,45067950600,+34.1309919,-079.3264614,34.16271,-79.39637
4.5e+11,4502880,MARION COUNTY SCHOOL DISTRICT 02,MCCORMICK ELEMENTARY SCHOOL,45067950500,+34.1533161,-079.2355042,34.19266,-79.24557
4.5e+11,4502880,MARION COUNTY SCHOOL DISTRICT 02,NORTH MULLINS PRIMARY,45067950400,+34.2456525,-079.2054743,34.21992,-79.25793
4.5e+11,4502880,MARION COUNTY SCHOOL DISTRICT 02,PALMETTO ELEMENTARY/MIDDLE SCHOOL,45067950300,+34.2326200,-079.2976317,34.20686,-79.26685
4.5e+11,4502880,MARION COUNTY SCHOOL DISTRICT 02,MULLINS HIGH SCHOOL,45067950400,+34.2456525,-079.2054743,34.23628,-79.25582
4.5e+11,4502970,MARLBORO COUNTY SCHOOL DISTRICT,BLENHEIM ELEMENTARY/MIDDLE,45069960600,+34.4523897,-079.6514364,34.48685,-79.63799
4.5e+11,4502970,MARLBORO COUNTY SCHOOL DISTRICT,MARLBORO CO. SCHL OF DISCOVER,45069960500,+34.5616817,-079.5527531,34.58449,-79.54944
4.5e+11,4502970,MARLBORO COUNTY SCHOOL DISTRICT,BENNETTSVILLE ELEMENTARY,45069960302,+34.7082995,-079.6969649,34.63049,-79.68059
4.5e+11,4502970,MARLBORO COUNTY SCHOOL DISTRICT,BENNETTSVILLE PRIMARY,45069960302,+34.7082995,-079.6969649,34.63485,-79.68389
4.5e+11,4502970,MARLBORO COUNTY SCHOOL DISTRICT,MCCOLL ELEMENTARY/MIDDLE,45069960400,+34.6853318,-079.5843029,34.67156,-79.55211
4.5e+11,4502970,MARLBORO COUNTY SCHOOL DISTRICT,BENNETTSVILLE MIDDLE,45069960200,+34.5638971,-079.7572819,34.62376,-79.6908
4.5e+11,4502970,MARLBORO COUNTY SCHOOL DISTRICT,CLIO ELEM\MIDDLE SCHOOL,45069960500,+34.5616817,-079.5527531,34.56949,-79.53765
4.5e+11,4502970,MARLBORO COUNTY SCHOOL DISTRICT,WALLACE ELEMENTARY/MIDDLE,45069960100,+34.7356419,-079.8138182,34.7145,-79.83176
4.5e+11,4502970,MARLBORO COUNTY SCHOOL DISTRICT,MARLBORO COUNTY HIGH SCHOOL,45069960301,+34.6238660,-079.6508936,34.6189,-79.6635
4.5e+11,4503000,MCCORMICK COUNTY SCHOOL DISTRICT,LOOP CHARTER SCHOOL,45065920200,+33.9241259,-082.2468990,33.8764969,-82.27186084
4.5e+11,4503000,MCCORMICK COUNTY SCHOOL DISTRICT,MCCORMICK CHALLENGE ACADEMY,45065920200,+33.9241259,-082.2468990,33.91438626,-82.2856234
4.5e+11,4503000,MCCORMICK COUNTY SCHOOL DISTRICT,MCCORMICK ELEMENTARY SCHOOL,45065920200,+33.9241259,-082.2468990,33.9143,-82.28924
4.5e+11,4503000,MCCORMICK COUNTY SCHOOL DISTRICT,MCCORMICK MIDDLE SCHOOL,45065920200,+33.9241259,-082.2468990,33.91419,-82.28303
4.5e+11,4503000,MCCORMICK COUNTY SCHOOL DISTRICT,MCCORMICK HIGH SCHOOL,45065920200,+33.9241259,-082.2468990,33.91289,-82.30838
4.5e+11,4503030,NEWBERRY COUNTY SCHOOL DISTRICT,WHITMIRE COMMUNITY ELEMENTARY SCHOOL,45071950300,+34.4418336,-081.6326682,34.4771,-81.63384
4.5e+11,4503030,NEWBERRY COUNTY SCHOOL DISTRICT,BOUNDARY STREET ELEMENTARY,45071950202,+34.2795093,-081.5635938,34.27307,-81.61719
4.5e+11,4503030,NEWBERRY COUNTY SCHOOL DISTRICT,LITTLE MOUNTAIN ELEMENTARY,45071950602,+34.1483660,-081.4434453,34.19321,-81.41455
4.5e+11,4503030,NEWBERRY COUNTY SCHOOL DISTRICT,REUBEN ELEMENTARY SCHOOL,45071950700,+34.2387054,-081.7797569,34.2354,-81.72092
4.5e+11,4503030,NEWBERRY COUNTY SCHOOL DISTRICT,NEWBERRY ELEMENTARY,45071950202,+34.2795093,-081.5635938,34.27927,-81.62285
4.5e+11,4503030,NEWBERRY COUNTY SCHOOL DISTRICT,MID-CAROLINA HIGH SCHOOL,45071950601,+34.1917033,-081.5448551,34.21145,-81.47475
4.5e+11,4503030,NEWBERRY COUNTY SCHOOL DISTRICT,WHITMIRE COMMUNITY HIGH SCHOOL,45071950300,+34.4418336,-081.6326682,34.5028,-81.60892
4.5e+11,4503030,NEWBERRY COUNTY SCHOOL DISTRICT,NEWBERRY VOC CENTER,45071950202,+34.2795093,-081.5635938,34.28331,-81.57817
4.5e+11,4503030,NEWBERRY COUNTY SCHOOL DISTRICT,GALLMAN ELEMENTARY SCHOOL,45071950502,+34.3098563,-081.6453407,34.2661,-81.62218
4.5e+11,4503030,NEWBERRY COUNTY SCHOOL DISTRICT,POMARIA/GARMANY EL SCHOOL,45071950100,+34.3277733,-081.4594005,34.27711,-81.42989
4.5e+11,4503030,NEWBERRY COUNTY SCHOOL DISTRICT,MID CAROLINA MIDDLE,45071950601,+34.1917033,-081.5448551,34.21178,-81.47539
4.5e+11,4503030,NEWBERRY COUNTY SCHOOL DISTRICT,NEWBERRY MIDDLE SCHOOL,45071950502,+34.3098563,-081.6453407,34.27912,-81.6248
4.5e+11,4503030,NEWBERRY COUNTY SCHOOL DISTRICT,NEWBERRY HIGH SCHOOL,45071950202,+34.2795093,-081.5635938,34.28326,-81.57952
4.5e+11,4503030,NEWBERRY COUNTY SCHOOL DISTRICT,PROSPERITY-RIKARD ELEMENTARY,45071950601,+34.1917033,-081.5448551,34.21207,-81.52215
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,FAIR-OAK ELEMENTARY SCHOOL,45073030902,+34.5674445,-082.9778172,34.58133,-83.02255
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,ORCHARD PARK ELEMENTARY,45073031000,+34.6292891,-083.0946501,34.6688,-83.1123
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,KEOWEE ELEMENTARY,45073030300,+34.8081844,-082.9854921,34.79328,-82.96533
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,NORTHSIDE ELEMENTARY SCHOOL,45073030601,+34.7033834,-082.9775697,34.69397,-82.95555
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,JAMES M. BROWN ELEMENTARY,45073030401,+34.7713029,-083.0642802,34.76573,-83.08067
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,RAVENEL ELEMENTARY,45073030702,+34.6541582,-082.8855542,34.68696,-82.90161
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,KELLETT ELEMENTARY SCHOOL,45073030800,+34.6414943,-082.9517476,34.6777,-82.95874
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,TAMASEE-SALEM ELEMENTARY SCHOOL,45073030200,+34.9536664,-082.9849556,34.88836,-83.01302
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,WALHALLA ELEMENTARY SCHOOL,45073030401,+34.7713029,-083.0642802,34.777,-83.02949
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,WESTMINSTER ELEMENTARY SCHOOL,45073031000,+34.6292891,-083.0946501,34.67656,-83.08637
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,TAMASSEE SALEM HIGH,45073030200,+34.9536664,-082.9849556,34.88975,-82.98047
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,SENECA SENIOR HIGH SCHOOL,45073030800,+34.6414943,-082.9517476,34.67708,-82.98848
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,WALHALLA SENIOR HIGH SCHOOL,45073030401,+34.7713029,-083.0642802,34.78347,-83.05544
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,FRED P. HAMILTON CAREER CTR,45073030601,+34.7033834,-082.9775697,34.71225,-82.98957
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,WALHALLA MIDDLE SCHOOL,45073030401,+34.7713029,-083.0642802,34.78445,-83.05549
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,WEST-OAK SR HIGH,45073030901,+34.5605163,-083.0702931,34.62066,-83.05165
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,OAKWAY MIDDLE SCHOOL,45073030902,+34.5674445,-082.9778172,34.59819,-83.02549
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,WESTMINSTER MIDDLE,45073031000,+34.6292891,-083.0946501,34.67617,-83.09073
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,TAMASSEE-SALEM MIDDLE,45073030200,+34.9536664,-082.9849556,34.88975,-82.98047
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,CODE ELEMENTARY,45073030701,+34.6770968,-082.9344373,34.68162,-82.94143
4.5e+11,4503060,OCONEE COUNTY SCHOOL DISTRICT,SENECA MIDDLE SCHOOL,45073030800,+34.6414943,-082.9517476,34.67373,-82.97141
4.5e+11,4503150,ORANGEBURG COUNTY SCHOOL DISTRICT 03,HOLLY HILL ELEMENTARY SCHOOL,45075010200,+33.3204311,-080.3922399,33.33183,-80.42134
4.5e+11,4503150,ORANGEBURG COUNTY SCHOOL DISTRICT 03,VANCE-PROVIDENCE ELEMENTARY,45075010300,+33.4385177,-080.4719225,33.43071,-80.42159
4.5e+11,4503150,ORANGEBURG COUNTY SCHOOL DISTRICT 03,ELLOREE ELEMENTARY SCHOOL,45075010400,+33.4713405,-080.5743439,33.52583,-80.58823
4.5e+11,4503150,ORANGEBURG COUNTY SCHOOL DISTRICT 03,LAKE MARION HIGH SCHOOL,45075010200,+33.3204311,-080.3922399,33.32028,-80.40155
4.5e+11,4503150,ORANGEBURG COUNTY SCHOOL DISTRICT 03,HOLLY HILL MIDDLE SCHOOL,45075010200,+33.3204311,-080.3922399,33.32547,-80.41506
4.5e+11,4503150,ORANGEBURG COUNTY SCHOOL DISTRICT 03,ST JAMES-GAILLARD ELEMENTARY,45075010100,+33.3881842,-080.3006988,33.38916,-80.33451
4.5e+11,4503180,ORANGEBURG COUNTY SCHOOL DISTRICT 04,EDISTO ELEMENTARY SCHOOL,45075011600,+33.4474787,-080.9233131,33.46746,-80.95818
4.5e+11,4503180,ORANGEBURG COUNTY SCHOOL DISTRICT 04,HUNTER-KINARD-TYLER HIGH SCHOOL,45075011800,+33.4920648,-081.1791302,33.47421,-81.18471
4.5e+11,4503180,ORANGEBURG COUNTY SCHOOL DISTRICT 04,HUNTER-KINARD-TYLER ELEMENTARY,45075011800,+33.4920648,-081.1791302,33.47421,-81.18471
4.5e+11,4503180,ORANGEBURG COUNTY SCHOOL DISTRICT 04,EDISTO PRIMARY SCHOOL,45075011600,+33.4474787,-080.9233131,33.4335,-80.91577
4.5e+11,4503180,ORANGEBURG COUNTY SCHOOL DISTRICT 04,CARVER-EDISTO MIDDLE SCHOOL,45075011700,+33.3176401,-080.8857594,33.3959,-80.9574
4.5e+11,4503180,ORANGEBURG COUNTY SCHOOL DISTRICT 04,EDISTO HIGH SCHOOL,45075011600,+33.4474787,-080.9233131,33.4431,-80.9385
4.5e+11,4503180,ORANGEBURG COUNTY SCHOOL DISTRICT 04,LOCKETT ELEMENTARY SCHOOL,45075011700,+33.3176401,-080.8857594,33.24521,-80.79117
4.5e+11,4503180,ORANGEBURG COUNTY SCHOOL DISTRICT 04,BRANCHVILLE HIGH SCHOOL,45075011700,+33.3176401,-080.8857594,33.24521,-80.79117
4.5e+11,4503210,ORANGEBURG COUNTY SCHOOL DISTRICT 05,BETHUNE-BOWMAN ELEMENTARY,45075010500,+33.3425627,-080.6643583,33.3496,-80.6489
4.5e+11,4503210,ORANGEBURG COUNTY SCHOOL DISTRICT 05,BETHUNE-BOWMAN MIDDLE HIGH,45075010500,+33.3425627,-080.6643583,33.32838,-80.71782
4.5e+11,4503210,ORANGEBURG COUNTY SCHOOL DISTRICT 05,MARSHALL ELEMENTARY SCHOOL,45075011000,+33.5254269,-080.8599676,33.52049,-80.86008
4.5e+11,4503210,ORANGEBURG COUNTY SCHOOL DISTRICT 05,MELLICHAMP ELEMENTARY,45075011300,+33.4824862,-080.8596624,33.47216,-80.85678
4.5e+11,4503210,ORANGEBURG COUNTY SCHOOL DISTRICT 05,BROOKDALE ELEMENTARYL,45075011100,+33.5450483,-080.8457594,33.51545,-80.84198
4.5e+11,4503210,ORANGEBURG COUNTY SCHOOL DISTRICT 05,RIVELON ELEMENTARY SCHOOL,45075011500,+33.4846898,-080.9252551,33.46022,-80.92007
4.5e+11,4503210,ORANGEBURG COUNTY SCHOOL DISTRICT 05,SHERIDAN ELEMENTARY SCHOOL,45075011400,+33.5011636,-080.8687913,33.51603,-80.86796
4.5e+11,4503210,ORANGEBURG COUNTY SCHOOL DISTRICT 05,WHITTAKER ELEMENTARY,45075010700,+33.4951109,-080.7397468,33.49278,-80.8345
4.5e+11,4503210,ORANGEBURG COUNTY SCHOOL DISTRICT 05,ORANGEBURG WILKINSON SENIOR HIGH,45075011100,+33.5450483,-080.8457594,33.52176,-80.83368
4.5e+11,4503210,ORANGEBURG COUNTY SCHOOL DISTRICT 05,DOVER ELEMENTARY SCHOOL,45075012000,+33.6313521,-081.0559758,33.6226,-81.0944
4.5e+11,4503210,ORANGEBURG COUNTY SCHOOL DISTRICT 05,NORTH HIGH SCHOOL,45075012000,+33.6313521,-081.0559758,33.61913,-81.10606
4.5e+11,4503210,ORANGEBURG COUNTY SCHOOL DISTRICT 05,ORANGEBURG TECHNOLOGY CENTER,45075011100,+33.5450483,-080.8457594,33.53453,-80.83573
4.5e+11,4503210,ORANGEBURG COUNTY SCHOOL DISTRICT 05,ROBERT E. HOWARD MIDDLE,45075010800,+33.5616181,-080.8038102,33.49912,-80.83994
4.5e+11,4503210,ORANGEBURG COUNTY SCHOOL DISTRICT 05,WILLIAM J. CLARK MIDDLE,45075011400,+33.5011636,-080.8687913,33.50688,-80.86426
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,AMBLER ELEMENTARY SCHOOL,45077010501,+34.9720256,-082.5860046,34.95703,-82.66199
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,CENTRAL ELEMENTARY SCHOOL,45077011101,+34.7346996,-082.8081851,34.74172,-82.77525
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,CROSSWELL ELEMENTARY,45077010602,+34.8637948,-082.5383536,34.84923,-82.52579
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,DACUSVILLE ELEMENTARY SCHOOL,45077010601,+34.9108023,-082.5622379,34.93694,-82.55738
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,EAST END ELEMENTARY SCHOOL,45077010804,+34.8226519,-082.5830564,34.82742,-82.59455
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,FOREST ACRES ELEMENTARY,45077010902,+34.7991552,-082.5662724,34.81474,-82.5727
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,HAGOOD ELEMENTARY,45077010402,+34.9027375,-082.7107738,34.89763,-82.70161
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,HOLLY SPRINGS ELEMENTARY,45077010100,+35.0169605,-082.7749320,34.96976,-82.75424
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,A R LEWIS ELEMENTARY,45077010200,+34.8872872,-082.8369628,34.90035,-82.79313
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,LIBERTY ELEMENTARY SCHOOL,45077011002,+34.7760173,-082.6984761,34.78862,-82.70167
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,CLEMSON ELEMENTARY SCHOOL,45077011203,+34.6792351,-082.8023449,34.68607,-82.80723
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,PICKENS ELEMENTARY,45077010402,+34.9027375,-082.7107738,34.87592,-82.70065
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,SIX MILE ELEMENTARY,45077010300,+34.8111934,-082.8049294,34.82141,-82.80911
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,WEST END ELEMENTARY,45077010901,+34.7835273,-082.6116798,34.8081,-82.60219
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,MCKISSICK ELEMENTARY SCHOOL,45077010801,+34.8349715,-082.6269605,34.84683,-82.60914
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,DACUSVILLE MIDDLE SCHOOL,45077010601,+34.9108023,-082.5622379,34.92106,-82.54259
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,R C EDWARDS MIDDLE SCHOOL,45077011101,+34.7346996,-082.8081851,34.73427,-82.8212
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,RICHARD H. GETTYS MIDDLE,45077010804,+34.8226519,-082.5830564,34.83179,-82.58215
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,D W DANIEL HIGH SCHOOL,45077011101,+34.7346996,-082.8081851,34.73077,-82.8304
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,EASLEY HIGH SCHOOL,45077010803,+34.8134035,-082.6260189,34.82329,-82.60179
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,LIBERTY HIGH SCHOOL,45077011002,+34.7760173,-082.6984761,34.78673,-82.70758
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,PICKENS SR HIGH,45077010402,+34.9027375,-082.7107738,34.88921,-82.70067
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,B J SKELTON CAREER CENTER,45077011001,+34.8147739,-082.7078787,34.83985,-82.66633
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,PICKENS MIDDLE SCHOOL,45077010402,+34.9027375,-082.7107738,34.89823,-82.70146
4.5e+11,4503330,PICKENS COUNTY SCHOOL DISTRICT,LIBERTY MIDDLE SCHOOL,45077011002,+34.7760173,-082.6984761,34.78723,-82.69858
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,CARVER-LYON ELEMENTARY SCHOOL,45079001000,+34.0186611,-081.0204553,34.01885,-81.01754
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,BURTON-PACK ELEMENTARY SCHOOL,45079011000,+34.0427142,-081.0051450,34.04609,-81.00703
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,PINE GROVE ELEMENTARY SCHOOL,45079002603,+33.9782377,-080.9881560,33.98112,-80.99287
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,SOUTHEAST MIDDLE SCHOOL,45079011902,+33.9545013,-080.7936169,33.94426,-80.84341
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,WATKINS-NANCE ELEMENTARY,45079000900,+34.0295244,-081.0156371,34.02979,-81.01514
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,FOREST HEIGHTS ELEMENTARY,45079010701,+34.0833468,-081.0445633,34.09517,-81.05585
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,BROCKMAN SCHOOL,45079011202,+34.0260545,-080.9781370,34.02592,-80.97406
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,ARDEN ELEMENTARY,45079000100,+34.0497425,-081.0201576,34.05047,-81.02197
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,BRADLEY ELEMENTARY,45079011101,+34.0379947,-080.9878696,34.03011,-80.99324
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,BRENNEN ELEMENTARY,45079002400,+34.0016746,-080.9684233,34.0002,-80.97702
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,ANNIE BURNSIDE ELEMENTARY,45079011608,+33.9677250,-080.9299446,33.96935,-80.93805
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,GADSDEN ELEMENTARY SCHOOL,45079011800,+33.8589467,-080.8552642,33.85332,-80.76805
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,A. J. LEWIS GREENVIEW ELEMENTARY,45079010703,+34.0653125,-080.9965762,34.06938,-80.99313
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,HOPKINS ELEMENTARY SCHOOL,45079011800,+33.8589467,-080.8552642,33.91062,-80.87234
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,HORRELL HILL ELEMENTARY SCHOOL,45079011902,+33.9545013,-080.7936169,33.95115,-80.84241
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,HYATT PARK ELEMENTARY SCHOOL,45079000200,+34.0408728,-081.0377278,34.0416,-81.03841
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,LOGAN ELEMENTARY,45079000600,+34.0222500,-081.0528927,34.02679,-81.0556
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,MILL CREEK ELEMENTARY,45079011608,+33.9677250,-080.9299446,33.95696,-80.91919
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,A C MOORE ELEMENTARY,45079002700,+33.9898359,-081.0174700,33.98733,-81.01032
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,S KILBOURNE EL,45079002603,+33.9782377,-080.9881560,33.97387,-80.98981
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,SATCHEL FORD ROAD ELEMENTARY,45079011202,+34.0260545,-080.9781370,34.03486,-80.97114
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,WILLIAM S. SANDEL ELEMENTARY,45079010411,+34.0430439,-081.1062233,34.04282,-81.10227
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,H. B. RHAME ELEMENTARY SCHOOL,45079010413,+34.0284855,-081.0771615,34.02756,-81.08384
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,JOHN P THOMAS ELEMENTARY,45079010600,+34.0595573,-081.0263513,34.06437,-81.0185
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,WEBBER SCHOOL,45079012000,+33.9116689,-080.6752843,33.8824,-80.68661
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,W A PERRY MIDDLE SCHOOL,45079000900,+34.0295244,-081.0156371,34.03056,-81.01282
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,COLUMBIA HIGH SCHOOL,45079010407,+34.0504530,-081.0900867,34.04886,-81.09096
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,DREHER HIGH SCHOOL,45079002300,+34.0020465,-080.9868760,33.99742,-80.99291
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,EAU CLAIRE HIGH SCHOOL,45079010600,+34.0595573,-081.0263513,34.04761,-81.04322
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,A C FLORA HIGH,45079001100,+34.0228440,-081.0031652,34.0289,-80.9986
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,C A JOHNSON PREPARATORY ACADEMY,45079000900,+34.0295244,-081.0156371,34.02287,-81.01773
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,W J KEENAN HIGH SCHOOL,45079011101,+34.0379947,-080.9878696,34.03954,-80.99019
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,LOWER RICHLAND HIGH SCHOOL,45079011901,+33.9611342,-080.8599622,33.94865,-80.87178
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,HALL INSTITUTE,45079000700,+34.0177977,-081.0406649,34.02292,-81.0308
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,PENDERGRASS FAIRWOLD CENTER,45079010703,+34.0653125,-080.9965762,34.05852,-81.00047
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,SAMUEL A. HEYWARD CAREER/TEC.,45079011101,+34.0379947,-080.9878696,34.04171,-80.985
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,RICHLAND ONE MIDDLE COLLEGE @ MIDLANDS T,45079002604,+33.9785836,-080.9804952,33.9884690093504,-80.9812797846592
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,MIDLANDS MATH AND BUSINESS ACADEMY,45079001100,+34.0228440,-081.0031652,34.0306,-81.00694
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,ALCORN MIDDLE SCHOOL,45079010600,+34.0595573,-081.0263513,34.05268,-81.02875
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,CAUGHMAN ROAD ELEMENTARY,45079011608,+33.9677250,-080.9299446,33.96837,-80.92146
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,CRAYTON MIDDLE SCHOOL,45079011201,+34.0150047,-080.9762798,34.01442,-80.97153
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,W. G. SANDERS MIDDLE SCHOOL,45079010703,+34.0653125,-080.9965762,34.06313,-81.00226
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,HAND MIDDLE SCHOOL,45079002100,+33.9963901,-081.0085159,33.99537,-81.00779
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,GIBBES MIDDLE SCHOOL,45079000400,+34.0350024,-081.0510468,34.03656,-81.05518
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,HOPKINS MIDDLE SCHOOL,45079011800,+33.8589467,-080.8552642,33.88662,-80.85294
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,MEADOWFIELD ELEMENTARY,45079011604,+33.9704856,-080.9678395,33.97075,-80.96086
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,EDWARD E. TAYLOR,45079010702,+34.0951978,-081.0058934,34.0684,-81.021
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,ROSEWOOD ELEMENTARY SCHOOL,45079002602,+33.9798771,-081.0027441,33.98787,-80.99569
4.5e+11,4503360,RICHLAND COUNTY SCHOOL DISTRICT 01,ST ANDREWS MIDDLE SCHOOL,45079010403,+34.0221797,-081.0849436,34.02702,-81.08613
4.5e+11,4503390,RICHLAND COUNTY SCHOOL DISTRICT 02,RICE CREEK ELEMENTARY,45079010103,+34.1714304,-080.9313751,34.16831,-80.90721
4.5e+11,4503390,RICHLAND COUNTY SCHOOL DISTRICT 02,RIDGE VIEW HIGH SCHOOL,45079011416,+34.1725673,-080.8831730,34.17131,-80.9046
4.5e+11,4503390,RICHLAND COUNTY SCHOOL DISTRICT 02,BLYTHEWOOD MIDDLE SCHOOL,45079010103,+34.1714304,-080.9313751,34.19225,-80.93028
4.5e+11,4503390,RICHLAND COUNTY SCHOOL DISTRICT 02,KILLIAN ELEMENTARY SCHOOL,45079010103,+34.1714304,-080.9313751,34.13872,-80.93147
4.5e+11,4503390,RICHLAND COUNTY SCHOOL DISTRICT 02,BOOKMAN ROAD ELEMENTARY SCHOOL,45079011415,+34.1482481,-080.8586460,34.15435,-80.84726
