name_of_facility,latitude,longitude,address,city,state,zip,county,country,match_indicator,match_type,tiger_line_id,tiger_side,state_fips,county_fips,census_tract,census_block
CONTINUUM PEDIATRIC NURSING,32.904143,-80.084252,7700 State Hwy 642,North Charleston,SC,29418,Charleston County,US,No_Match,,,,,,,
CONWAY ADULT DAY CARE,33.815827,-79.078986,3320 4th Ave,Conway,SC,29527,Horry County,US,No_Match,,,,,,,
CONWAY DIALYSIS CENTER,33.775079,-79.019738,838 Farrar Dr,Conway,SC,29526,Horry County,US,Match,Exact,647249755,R,45,051,060405,2034
CONWAY HOSPITAL,33.786937,-79.00253,151 Lander Dr,Conway,SC,29526,Horry County,US,Match,Exact,645007851,R,45,051,060405,1085
CONWAY MANOR,33.818136,-79.078552,3300 4th Ave,Conway,SC,29527,Horry County,US,No_Match,,,,,,,
"CONWAY, JENNIFER H.",34.896383,-82.415998,301 Tindal Rd,Greenville,SC,29617,Greenville County,US,Match,Exact,38298089,R,45,045,002301,1007
COOPER HALL AT THE PALMS OF MT PLEASANT,32.81613,-79.859257,867 Bowman Rd,Mount Pleasant,SC,29464,Charleston County,US,Match,Exact,638643094,R,45,019,004622,1017
COPPER FINCH TATTOO-NORTHEAST,34.119992,-80.877927,10186 US Hwy 1,Columbia,SC,29229,Richland County,US,No_Match,,,,,,,
CORNERSTONE,34.205533,-82.199086,1612 Rivers St,Greenwood,SC,29649,Greenwood County,US,Match,Exact,636620546,R,45,047,970303,1036
CORNERSTONE COMPASSIONATE CARE LLC,34.721055,-82.265551,406 Spring Meadow Rd,Simpsonville,SC,29680,Greenville County,US,Match,Exact,38328249,R,45,045,003012,2014
CORNERSTONE HEALTHCARE SERVICES LLC,33.973556,-84.485804,2255 Sewell Mill Rd Bldg / Ste 200 / 210,Marietta,GA,30062,Cobb County,US,Match,Exact,17248342,L,13,067,030510,1002
CORNERSTONE SURGERY CENTER,33.573508,-79.026208,3476 Hwy 17 Bus,Murrells Inlet,SC,29576,Horry County,US,No_Match,,,,,,,
"CORNWELL, CHRISTOPHER L.",33.74668,-78.90272,3100 Byrom Rd,Myrtle Beach,SC,29579,Horry County,US,Match,Exact,645297153,R,45,051,060206,1000
CORONACA HOME DIALYSIS,34.257621,-82.091333,3337 Hwy 72-221 E,Greenwood,SC,29649,Greenwood County,US,Match,Non_Exact,50815604,L,45,047,970201,1035
CORPORATE CARE LLC CHARLESTON,32.918385,-80.028388,6755 US Hwy 78,Charleston,SC,29406,Charleston County,US,No_Match,,,,,,,
CORPORATE CARE LLC GREENVILLE,34.843251,-82.417072,811 Pendleton St,Greenville,SC,29601,Greenville County,US,Match,Exact,38299851,L,45,045,000500,1005
CORPORATE CARE LLC-AIKEN,33.515316,-81.730425,651 Silver Bluff Rd,Aiken,SC,29803,Aiken County,US,Match,Exact,65033429,L,45,003,021205,1013
CORPORATE CARE LLC-ANDERSON,34.494195,-82.648428,1212 S Main St,Anderson,SC,29624,Anderson County,US,Match,Non_Exact,25452904,R,45,007,000702,1030
CORPORATE CARE LLC-COLUMBIA,34.032679,-81.087847,1624 US Hwy 176,Columbia,SC,29210,Richland County,US,No_Match,,,,,,,
CORPORATE CARE LLC-FLORENCE,34.122581,-79.779163,3654 S Irby St,Florence,SC,29505,Florence County,US,Match,Non_Exact,619632198,R,45,041,001505,1038
CORPORATE CARE LLC-GREENWOOD,34.848746,-82.40227,412 River St,Greenville,SC,29601,Greenville County,US,Match,Exact,38363464,R,45,045,000200,1030
CORPORATE CARE LLC-SPARTANBURG,34.926929,-81.988376,222 E Blackstock Rd,Spartanburg,SC,29301,Spartanburg County,US,Tie,,,,,,,
CORRECT CARE OF SOUTH CAROLINA,34.076752,-80.978009,7802 State Hwy 555,Columbia,SC,29203,Richland County,US,No_Match,,,,,,,
"COSTNER, KARLA",34.738468,-82.248326,103 Poinsettia Dr,Simpsonville,SC,29681,Greenville County,US,Match,Exact,38369061,R,45,045,003011,2001
COTTONWOOD VILLAS,34.227834,-80.259014,800 W Church St,Bishopville,SC,29010,Lee County,US,Match,Non_Exact,642889296,R,45,061,920202,2008
"COTTRELL, JAMES L.",34.819634,-82.597947,301 Jasper St,Easley,SC,29640,Pickens County,US,Match,Exact,26168423,L,45,077,010804,3021
"COTUNA, TIFFANY G.",33.108916,-80.044028,210 Brunners Ln,Moncks Corner,SC,29461,Berkeley County,US,Match,Exact,645464964,L,45,015,020601,1032
COUNTRY COMFORT COMMUNITY HOME,34.200531,-80.978539,1097 State Rd S-40-1856,Blythewood,SC,29016,Richland County,US,No_Match,,,,,,,
COVENANT HOME CARE OF SOUTH CAROLINA,34.913939,-82.335965,1115 Tanner Rd,Taylors,SC,29687,Greenville County,US,Match,Exact,640739769,L,45,045,002704,1027
COVENANT PLACE,33.954265,-80.40696,1105 Cutleaf Dr,Sumter,SC,29150,Sumter County,US,Match,Exact,202714365,L,45,085,001803,1031
COVENANT PLACE CCRC HOME HEALTH SERVICES,33.955099,-80.405729,2825 Carter Rd,Sumter,SC,29150,Sumter County,US,Match,Exact,640541849,R,45,085,001803,1009
COVENANT PLACE NURSING CENTER,33.955099,-80.405729,2825 Carter Rd,Sumter,SC,29150,Sumter County,US,Match,Exact,640541849,R,45,085,001803,1009
"COX, TRINA F.",34.777052,-82.326872,901 Goldendale Ct,Greenville,SC,29607,Greenville County,US,Match,Exact,38370425,L,45,045,002904,1030
"CRAVEN, STEPHEN M.",35.11942,-79.475988,400 W Craven Ave,Pinebluff,NC,28373,Moore County,US,Match,Exact,641030089,R,37,125,951200,3011
"CRAWFORD, ANTONDE TYESE",35.060903,-80.922116,2135 Culp Farms Dr,Fort Mill,SC,29715,York County,US,Match,Exact,19834147,L,45,091,061007,2001
CREATIVE HOME CARE LLC,33.969953,-80.947312,NA US 378,Columbia,SC,29209,Richland County,US,No_Match,,,,,,,
CRESCENT HOSPICE,34.03909,-81.109564,1334 Browning Rd,Columbia,SC,29210,Richland County,US,Match,Exact,612294403,R,45,079,010411,2013
CRESCENT HOSPICE-TIDEWATER,32.237113,-80.811926,10 Buckingham Plantation Dr,Bluffton,SC,29910,Beaufort County,US,No_Match,,,,,,,
"CRISWELL, SHEENA",35.067785,-80.914846,2124 Middlebridge Ct,Fort Mill,SC,29715,York County,US,Match,Non_Exact,640147686,R,45,091,061007,1001
CRITICAL NURSE STAFFING,33.563208,-81.721485,154 Laurens St NW,Aiken,SC,29801,Aiken County,US,Match,Exact,65032107,L,45,003,021300,3074
"CROGAN, MATHEW P",29.593004,-81.200541,4 Caitlin Ct,Palm Coast,FL,32137,Flagler County,US,Match,Exact,625050608,L,12,035,060105,2003
"CROGAN, MICHAEL F.",34.846318,-82.337374,930 Old Airport Rd,Greenville,SC,29607,Greenville County,US,No_Match,,,,,,,
CROSSROADS TREATMENT CENTER OF COLUMBIA,33.966855,-81.009788,1450 State Hwy 48,Columbia,SC,29201,Richland County,US,No_Match,,,,,,,
CROSSROADS TREATMENT CENTER OF GREENVILLE,34.851687,-82.256,157 E Brozzini Ct,Greenville,SC,29615,Greenville County,US,No_Match,,,,,,,
CROSSROADS TREATMENT CENTER OF SENECA,34.69135,-82.980439,209 Oconee Square Dr,Seneca,SC,29678,Oconee County,US,Match,Exact,646638073,R,45,073,030802,2003
CROSSROADS TREATMENT CENTERS OF CHARLESTON,32.928576,-80.034424,7094 US Hwy 78,Charleston,SC,29406,Charleston County,US,No_Match,,,,,,,
CUMMINGS COMMUNITY RESIDENTIAL CARE HOME,32.852275,-79.990251,1 Stark Ln,North Charleston,SC,29405,Charleston County,US,No_Match,,,,,,,
CURAMENG RESIDENTIAL HOME CARE,32.856941,-79.97616,2021 Cosgrove Ave,North Charleston,SC,29405,Charleston County,US,Match,Exact,108802320,L,45,019,005500,1084
CYPRESS CLUB HOME HEALTH AGENCY,32.232908,-80.738933,20 Lady Slipper,Hilton Head Island,SC,29926,Beaufort County,US,Match,Non_Exact,87636159,L,45,013,010600,2009
CYPRESS GARDENS DIALYSIS,33.935656,-80.358125,418 Broad St,Sumter,SC,29150,Sumter County,US,Match,Exact,202710241,L,45,085,002000,2006
CYPRESS GARDENS HOME TRAINING,33.938084,-80.362122,526 Broad St,Sumter,SC,29150,Sumter County,US,No_Match,,,,,,,
CYPRESS PLACE,32.965971,-80.161661,205 Midland Pkwy,Summerville,SC,29485,Dorchester County,US,Match,Exact,635642262,R,45,035,010813,5000
DAILY LIVING ADC OF FLORENCE LLC,34.161771,-79.75915,500 Pamplico Hwy,Florence,SC,29505,Florence County,US,Match,Exact,649973671,R,45,041,000600,3006
DAILY LIVING LLC,33.679156,-79.828915,1317 US Hwy 52,Kingstree,SC,29556,Williamsburg County,US,No_Match,,,,,,,
DALTONS CMC RESIDENTIAL CARE FACILITY,33.506862,-80.855281,1231 Eutaw St,Orangeburg,SC,29115,Orangeburg County,US,Match,Exact,19234482,L,45,075,011000,4015
DARK HORSE TATTOO,33.991588,-80.979753,4300 Blossom St,Columbia,SC,29205,Richland County,US,Match,Exact,647349702,R,45,079,002605,4004
DARK TIDE GALLERY,32.378194,-80.7233,5 Marina Blvd,Beaufort,SC,29902,Beaufort County,US,Match,Exact,649910759,R,45,013,000503,3077
DARLINGTON COUNTY COUNCIL ON AGING,34.300453,-79.876212,400 Pearl St,Darlington,SC,29532,Darlington County,US,Match,Exact,78387818,L,45,031,011100,2010
DAVIDSON STREET COMMUNITY RESIDENCE,34.479542,-81.873246,313 Davidson St,Clinton,SC,29325,Laurens County,US,Match,Exact,636493804,R,45,059,920600,3054
"DAVIS, JOHN B.",35.061795,-80.9715,1510 Onyx Rdg,Fort Mill,SC,29708,York County,US,Match,Exact,19834107,R,45,091,061011,3020
DAWSON & DAWSON HOMECARE,32.436342,-80.708385,69 Robert Smalls Pkwy,Beaufort,SC,29906,Beaufort County,US,No_Match,,,,,,,
DAYBREAK ADULT CARE SERVICES,33.976926,-81.221506,123 Library Hill Ln,Lexington,SC,29072,Lexington County,US,Match,Exact,70089138,L,45,063,021030,3014
DAYBREAK ADULT CARE SERVICES (AIKEN),33.563116,-81.734454,1033 Hayne Ave SW,Aiken,SC,29801,Aiken County,US,Match,Exact,64990195,R,45,003,021300,3032
DAYSPRING ASSISTED LIVING,32.741024,-80.207339,5146 Towles Rd,Hollywood,SC,29449,Charleston County,US,Match,Exact,108898643,R,45,019,002504,3023
DAYSPRING OF JOHNS ISLAND,32.659207,-80.1289,3455 16 Bohicket Rd,Johns Island,SC,29455,Charleston County,US,No_Match,,,,,,,
DCI ARCHDALE,32.906236,-80.093655,5300 Archdale Blvd,North Charleston,SC,29418,Dorchester County,US,Match,Exact,637835814,R,45,035,010820,2006
DCI EAST OF THE COOPER,32.812528,-79.859526,NA US 17,Mount Pleasant,SC,29464,Charleston County,US,No_Match,,,,,,,
DCI EAST SPARTANBURG,34.98318,-81.900087,136 Dillon Cir,Spartanburg,SC,29307,Spartanburg County,US,Match,Exact,19519233,L,45,083,021403,3010
DCI GAFFNEY,35.089841,-81.658612,405 Tiffany Park Cir,Gaffney,SC,29341,Cherokee County,US,No_Match,,,,,,,
DCI GOOSE CREEK,33.015258,-80.0807,98 Hamlet Cir,Goose Creek,SC,29445,Berkeley County,US,No_Match,,,,,,,
DCI JAMES ISLAND,32.731387,-79.969398,951 Folly Rd,Charleston,SC,29412,Charleston County,US,No_Match,,,,,,,
DCI LANDRUM,35.179346,-82.172824,110 E Asbury Dr,Landrum,SC,29356,Spartanburg County,US,Match,Exact,19456388,R,45,083,022600,1030
DCI MAGNOLIA COURT,32.815001,-79.952174,1407 Holt St,Charleston,SC,29403,Charleston County,US,Match,Exact,108805892,L,45,019,004400,1045
DCI PORT ROYAL,32.378563,-80.729979,300 Midtown Dr,Beaufort,SC,29906,Beaufort County,US,Match,Exact,646101058,R,45,013,000503,1018
DCI SALUDA,34.001143,-81.775067,301 W Church St,Saluda,SC,29138,Saluda County,US,Tie,,,,,,,
DCI SPARTANBURG,34.96112,-81.945136,203 Fremont Ave,Spartanburg,SC,29303,Spartanburg County,US,Match,Exact,19467921,L,45,083,020301,1008
DCI UNION,36.156166,-86.794661,1601 Church St,Nashville,TN,37203,Davidson County,US,Match,Exact,638472407,L,47,037,019501,3013
DCI WEST OF THE ASHLEY,32.782917,-80.007304,53 Markfield Dr,Charleston,SC,29407,Charleston County,US,Match,Exact,635787035,L,45,019,002802,2020
DCI WEST SPARTANBURG,34.937542,-82.034567,105 Tradd St,Spartanburg,SC,29301,Spartanburg County,US,Match,Exact,19517014,L,45,083,021903,1041
DCI-WOODRUFF,34.740403,-82.033201,251 E Hayne St,Woodruff,SC,29388,Spartanburg County,US,Tie,,,,,,,
DD&C IN-HOME CARE,33.9415,-80.367345,734 Broad St,Sumter,SC,29150,Sumter County,US,Match,Exact,202710324,L,45,085,000901,2004
DDJ HOME CARE SERVICES,34.065571,-81.065085,6428 Winyah Dr,Columbia,SC,29203,Richland County,US,No_Match,,,,,,,
DEAN'S PERSONAL CARE AND COMPANION SERVICES,33.518112,-80.845298,2717 Magnolia St,Orangeburg,SC,29115,Orangeburg County,US,Match,Exact,19234520,L,45,075,011100,2035
DEDICATED HOME CARE LLC,34.144283,-79.7743,202 3rd Loop Rd,Florence,SC,29505,Florence County,US,Match,Exact,645580666,L,45,041,001400,5018
"DEFEO, REBEKAH M.",34.937541,-82.199063,124 Flint Ln,Greer,SC,29651,Spartanburg County,US,Match,Exact,647229849,L,45,083,023302,4041
"DELL, SHEILA",34.802016,-82.254308,24 Maxwell Rd,Simpsonville,SC,29681,Greenville County,US,Match,Exact,38344609,R,45,045,002815,1007
"DENNIS, WHITNEY D.",34.017132,-81.152703,160 Corley Mill Rd,Lexington,SC,29072,Lexington County,US,Match,Exact,650302106,R,45,063,020506,2004
DENT ALTERNATIVE ADULT DAY CARE HEALTH CENTER,34.07246,-80.958965,7374 Parklane Rd,Columbia,SC,29223,Richland County,US,Match,Exact,71823563,R,45,079,011304,1017
DENTSVILLE KIDNEY CENTER,34.064515,-80.96716,1900 Roof St,Columbia,SC,29223,Richland County,US,Match,Exact,71823438,R,45,079,010803,1011
DESIRABLE LIVING HOMECARE,33.750776,-78.907257,8399 Juxa Dr,Myrtle Beach,SC,29579,Horry County,US,Match,Exact,628091405,R,45,051,060206,2001
DESTINE TO DEFINE HOMECARE AGENCY LLC,33.505539,-80.862442,969 Dantzler St,Orangeburg,SC,29115,Orangeburg County,US,Match,Exact,19228494,L,45,075,011400,2005
DESTINY CARE,33.491487,-80.859444,1520 Russell St,Orangeburg,SC,29115,Orangeburg County,US,Match,Exact,19217453,R,45,075,011300,1030
DEVINE STREET TATTOO,33.991588,-80.979753,4325 Blossom St,Columbia,SC,29205,Richland County,US,Match,Exact,647349702,L,45,079,002605,4000
DEVOTED CARE LLC,34.071864,-80.958955,7349 Parklane Rd,Columbia,SC,29223,Richland County,US,Match,Exact,71823564,L,45,079,010803,1002
DEVOTED DIVAS HOME HEALTH CARE,34.199178,-80.777177,1363 Smyrna Rd,Elgin,SC,29045,Kershaw County,US,Match,Exact,78473865,L,45,055,970907,2005
DIALYSIS CENTER OF CAROLINA LLC,33.950668,-80.388113,316 W Wesmark Blvd,Sumter,SC,29150,Sumter County,US,Match,Non_Exact,202707290,L,45,085,000902,1000
DIAMOND CUT TATTOO COMPANY,33.99145,-80.979638,4350 Blossom St,Columbia,SC,29205,Richland County,US,Match,Exact,647349702,R,45,079,002605,4004
DILLON ADULT DAY CARE,34.420396,-79.371313,149 W Washington St,Dillon,SC,29536,Dillon County,US,Tie,,,,,,,
DILLON COMMUNITY RESIDENCE,34.409535,-79.367812,554 S 14th Ave,Dillon,SC,29536,Dillon County,US,Tie,,,,,,,
DILLS BLUFF COMMUNITY RESIDENCE,32.734189,-79.943953,936 Dills Bluff Rd,Charleston,SC,29412,Charleston County,US,Match,Exact,108812924,L,45,019,002006,2027
DIVERSIFIED CARE,34.929834,-81.033853,327 Main St W,Rock Hill,SC,29730,York County,US,No_Match,,,,,,,
DIVINE ANGELS IN-HOME CARE,34.768766,-82.300873,1 W Golden Strip Dr,Mauldin,SC,29662,Greenville County,US,Match,Non_Exact,38318076,R,45,045,002905,1019
DIVINE CARE AT HOME,33.010129,-80.045838,220 St James Ave,Goose Creek,SC,29445,Berkeley County,US,No_Match,,,,,,,
DIVINE HEALING HOME CARE SERVICES LLC,34.844748,-82.328718,120 Halton Rd,Greenville,SC,29607,Greenville County,US,Match,Exact,648664677,L,45,045,001808,1020
DIVINE HEARTS HOMECARE LLC,34.852157,-82.331054,439 Congaree Rd,Greenville,SC,29607,Greenville County,US,Match,Exact,641351929,L,45,045,001808,1008
DIVINE HOME CARE SOLUTIONS,33.934764,-80.369003,533 Oxford St,Sumter,SC,29150,Sumter County,US,Match,Exact,202669210,R,45,085,000901,2030
DIVINE HOME HEALTHCARE,34.991075,-81.902207,349 Floyd Rd,Spartanburg,SC,29303,Spartanburg County,US,Match,Exact,19470636,L,45,083,021401,1016
DIVINE HOSPICE,34.531865,-82.665263,115 Whitehall Rd,Anderson,SC,29625,Anderson County,US,Match,Exact,25450479,L,45,007,001000,2005
DIVINE KEEPERS HOMECARE SERVICES,32.115358,-81.247264,129 E U S Highway 80,Pooler,GA,31322,Chatham County,US,No_Match,,,,,,,
DIVINE MANOR ASSISTED LIVING CENTER,34.881237,-80.970344,2210 Oak Pond Rd,Rock Hill,SC,29730,York County,US,No_Match,,,,,,,
DIVINITY SENIOR CARE,34.944624,-81.969022,437 Farnsworth Rd,Spartanburg,SC,29301,Spartanburg County,US,Match,Exact,19466169,L,45,083,020601,2001
DIXON'S COMMUNITY CARE HOME,34.190906,-80.787049,1409 Dixon Rd,Elgin,SC,29045,Kershaw County,US,Match,Exact,78484899,L,45,055,970907,1004
DLORAH HOME CARE SERVICES,34.051226,-81.124191,3600 Fernandina Rd,Columbia,SC,29210,Lexington County,US,Match,Exact,70050014,R,45,063,020511,3000
"DOMBEK, JENNIFER J.",32.979248,-80.61845,378 Koger Rd,Walterboro,SC,29488,Colleton County,US,Match,Exact,19157445,R,45,029,970402,1013
DOMINION HEALTH CARE LLC,34.236878,-79.768427,510 Hickory Grove Cir,Florence,SC,29501,Florence County,US,Match,Exact,28876265,R,45,041,000300,3003
DOMINION SENIOR LIVING AT PATRICK SQUARE,34.684845,-82.813917,108 Azalea Dr,Clemson,SC,29631,Pickens County,US,Match,Exact,26214398,L,45,077,011206,1007
DOMINION SENIOR LIVING OF ANDERSON,34.58833,-82.620424,3461 Highway 81 N,Anderson,SC,29621,Anderson County,US,Match,Exact,25495073,L,45,007,011201,1028
DON FOSTER & ASSOCIATES INC,34.830775,-82.406549,104 Mills Ave,Greenville,SC,29605,Greenville County,US,Match,Exact,38300596,R,45,045,000500,2026
DORCH COMMUNITY RESIDENTIAL CARE,33.680977,-80.162595,3921 Greeleyville Hwy,Manning,SC,29102,Clarendon County,US,Match,Exact,71432514,R,45,027,960600,2017
DORCHESTER ALCOHOL AND DRUG COMMISSION,33.021045,-80.207987,1020 Mt Whitney Dr,Summerville,SC,29483,Dorchester County,US,Match,Exact,616370450,L,45,035,010604,1010
DOWDY'S COMMUNITY CARE HOME #2,34.045909,-81.041362,850 Timrod St,Columbia,SC,29203,Richland County,US,Match,Exact,604766089,R,45,079,000200,1006
DOWNTOWN GREENVILLE DIALYSIS,34.862071,-82.408187,297 Pete Hollis Blvd,Greenville,SC,29601,Greenville County,US,Match,Exact,647237811,L,45,045,000900,1005
DOYTEM HOME CARE SERVICES,33.969953,-80.947312,NA US 378,Columbia,SC,29209,Richland County,US,No_Match,,,,,,,
DR INK TATTOO,33.707462,-78.907121,702 Seaboard St,Myrtle Beach,SC,29577,Horry County,US,Match,Exact,29071131,R,45,051,050600,1009
DR PIERCING,33.707462,-78.907121,702 Seaboard St,Myrtle Beach,SC,29577,Horry County,US,Match,Exact,29071131,R,45,051,050600,1009
DR RONALD E MCNAIR NURSING AND REHABILITATION CENTER,33.839542,-79.802403,76 Genesis Dr,Lake City,SC,29560,Williamsburg County,US,Match,Exact,29224180,L,45,089,970100,2003
DREAMLAND RESIDENTIAL CARE,33.609459,-81.008737,6941 North Rd,North,SC,29112,Orangeburg County,US,Match,Exact,19235038,L,45,075,012000,4053
"DREW, NANCY REBECCA",33.977027,-79.667789,113 N Friendfield Rd,Scranton,SC,29591,Florence County,US,Tie,,,,,,,
DRUG COURT TREATMENT GROUP,34.851923,-82.395224,305 E North St,Greenville,SC,29601,Greenville County,US,Match,Non_Exact,38301032,L,45,045,000200,1023
DUNDEE MANOR,34.606111,-79.705863,721 US Hwy 15,Bennettsville,SC,29512,Marlboro County,US,Match,Non_Exact,25854075,R,45,069,960201,1014
DUPONT I HABILITATION CENTER,33.576477,-81.710101,123 Dupont Dr NW,Aiken,SC,29801,Aiken County,US,Match,Non_Exact,648334139,L,45,003,021402,2000
DUPONT II HABILITATION CENTER,33.576477,-81.710101,123 Dupont Dr NW,Aiken,SC,29801,Aiken County,US,Match,Non_Exact,648334139,L,45,003,021402,2000
"DUPREE, KATI M.",32.826633,-79.855046,650 Serotina Ct,Mount Pleasant,SC,29464,Charleston County,US,Match,Exact,605524403,L,45,019,004622,2003
DYNASTY HOME CARE,34.862387,-82.399247,210 W Stone Ave,Greenville,SC,29609,Greenville County,US,Tie,,,,,,,
EAGLE NURSING,34.21063,-79.253309,410 N Park St,Mullins,SC,29574,Marion County,US,Tie,,,,,,,
EASLEY PLACE,34.794567,-82.595773,706 Pelzer Hwy,Easley,SC,29642,Pickens County,US,Match,Exact,645219799,R,45,077,010901,1000
EASLEY PLACE- A CONTINUUM OF CARE COMMUNITY,34.794567,-82.595773,706 Pelzer Hwy,Easley,SC,29642,Pickens County,US,Match,Exact,645219799,R,45,077,010901,1000
EASLEY PLACE NORTH- A CONTINUUM OF CARE COMMUNITY,34.79485,-82.597128,125 Zion School Rd,Easley,SC,29642,Pickens County,US,Match,Exact,26212588,L,45,077,010901,1001
EASLEY RETIREMENT CENTER,34.835324,-82.577207,102 Dowling St,Easley,SC,29640,Pickens County,US,Match,Exact,636620124,L,45,077,010802,2029
EAST COAST NURSING SERVICES,33.831835,-79.052269,1415 3rd Ave,Conway,SC,29526,Horry County,US,Match,Exact,29041050,R,45,051,070300,2055
EAST COAST NURSING SERVICES - FLORENCE,34.184686,-79.814932,2231 W Palmetto St,Florence,SC,29501,Florence County,US,No_Match,,,,,,,
EAST COOPER MEDICAL CENTER,32.820753,-79.849171,NA I 526,Mount Pleasant,SC,29464,Charleston County,US,No_Match,,,,,,,
EAST COOPER SENIOR DAY CARE,32.814205,-79.861905,1010 Lake Hunter Cir,Mount Pleasant,SC,29464,Charleston County,US,Match,Exact,617156867,L,45,019,004622,1017
EASY LIVING,34.167242,-80.05409,506 Jackson St,Lamar,SC,29069,Darlington County,US,Match,Non_Exact,78402531,L,45,031,011600,2044
EDEN TERRACE OF SPARTANBURG,34.981127,-81.869901,2780 E Main St,Spartanburg,SC,29307,Spartanburg County,US,Match,Non_Exact,647216678,L,45,083,021301,2014
EDGEFIELD COMMUNITY RESIDENCE,33.783039,-81.92851,1305 Hillcrest,Edgefield,SC,29824,Edgefield County,US,Match,Non_Exact,55840753,R,45,037,970204,3019
EDGEFIELD COUNTY HEALTHCARE,33.779019,-81.929823,300 Ridge Medical,Edgefield,SC,29824,Edgefield County,US,No_Match,,,,,,,
EDISTO HOME CARE & HOSPICE,33.491855,-80.862764,151 Docket St,Orangeburg,SC,29115,Orangeburg County,US,Match,Exact,19238731,L,45,075,011400,4016
EDISTO POST ACUTE,33.480576,-80.865716,607 Fletcher St,Orangeburg,SC,29115,Orangeburg County,US,Match,Exact,635579972,L,45,075,011300,1059
"EDWARDS, DONALD M.",33.760985,-78.8143,960 Cipriana Dr,Myrtle Beach,SC,29572,Horry County,US,Match,Exact,648175919,L,45,051,050303,1036
"EDWARDS, JEREMY L.",33.898265,-79.901915,3512 Butler Scurry Rd,Lake City,SC,29560,Florence County,US,Match,Exact,640542398,R,45,041,002400,3055
"EDWARDS, SARA",32.300945,-80.99434,293 University Pkwy,Okatie,SC,29909,Beaufort County,US,Match,Exact,628071543,L,45,013,002110,2014
ELDER OPTIONS,35.006038,-80.943901,120 Academy St,Fort Mill,SC,29715,York County,US,Match,Exact,638902409,L,45,091,061103,2013
ELITE ANGELS HOMECARE,34.090446,-80.926713,8946 US Hwy 1,Columbia,SC,29223,Richland County,US,No_Match,,,,,,,
ELITE BODY PIERCING,33.703093,-78.900365,675 Robert M Grissom Pkwy,Myrtle Beach,SC,29577,Horry County,US,Match,Exact,647276070,L,45,051,050600,1043
ELITE DAY CENTER OF GREENVILLE,34.952131,-82.234519,211 Village Dr,Greer,SC,29651,Greenville County,US,Match,Exact,636757971,L,45,045,002507,2025
ELITE DAY CENTER OF LAURENS,34.500681,-82.013163,311 N Harper St,Laurens,SC,29360,Laurens County,US,Tie,,,,,,,
