census_tract,state,county,urban,pop2010,ohu2010,group_quarters_flag,numgqtrs,pctgqtrs,lila_tracts_1and10,lila_tracts_half_and10,lila_tracts_1and20,lila_tracts_vehicle,hunv_flag,low_income_tracts,poverty_rate,median_family_income,la1and10,l_ahalfand10,la1and20,la_tracts_half,la_tracts1,la_tracts10,la_tracts20,la_tracts_vehicle_20,lapop1_10,lapop05_10,lapop1_20,lalowi1_10,lalowi05_10,lalowi1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,tract_lowi,tract_kids,tract_seniors,tract_white,tract_black,tract_asian,tract_nhopi,tract_aian,tract_o_multir,tract_hispanic,tract_hunv,tract_snap,tract_latitude,tract_longitude
45013002103,South Carolina,Beaufort County,0,2969,990,0,6,0.2,0,0,0,0,0,0,2.4,99485,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2265,76.28,391,13.18,680,22.91,120,4.05,1773,59.71,245,8.25,50,1.70,2,0.07,4,0.12,191,6.44,370,12.46,5,0.53,4,0.36,776,26.13,144,4.85,212,7.13,67,2.25,634,21.35,64,2.14,12,0.40,0,0.00,0,0.00,66,2.24,109,3.68,2,0.21,1,0.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1101,886,157,2338,308,67,2,8,246,508,14,9,+32.2526677,-080.9631260
45013002104,South Carolina,Beaufort County,1,11608,6166,0,248,2.14,0,0,0,0,0,0,4.6,73497,1,1,1,1,1,0,0,0,8513,10988,8513,1278,1610,1278,10988,94.66,1610,13.87,363,3.13,7071,60.92,10374,89.37,423,3.64,62,0.53,1,0.01,13,0.11,114,0.98,308,2.65,17,0.27,66,1.07,8513,73.33,1278,11.01,225,1.94,5594,48.19,8152,70.23,229,1.97,49,0.42,1,0.01,12,0.10,70,0.60,188,1.62,7,0.11,52,0.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1692,393,7453,10927,462,65,1,14,139,346,28,72,+32.2879651,-080.9713390
45013002105,South Carolina,Beaufort County,1,2973,1087,0,9,0.3,0,0,0,0,0,0,5.1,73997,1,1,1,1,1,0,0,0,559,2298,559,94,331,94,2298,77.31,331,11.14,637,21.42,189,6.34,1941,65.30,223,7.51,30,1.01,0,0.00,3,0.11,100,3.38,182,6.11,11,0.99,26,2.36,559,18.81,94,3.17,149,5.00,37,1.25,454,15.26,77,2.58,8,0.28,0,0.00,1,0.02,20,0.67,42,1.40,6,0.55,6,0.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,602,832,231,2495,285,41,0,4,148,295,26,43,+32.2787090,-080.9215404
45013002106,South Carolina,Beaufort County,1,9216,3131,0,0,0,0,0,0,0,0,0,3.7,72173,1,1,1,1,1,0,0,0,6337,8870,6337,1704,2198,1704,8870,96.25,2198,23.85,2702,29.32,738,8.01,6506,70.60,991,10.75,196,2.12,6,0.06,40,0.44,1131,12.27,1971,21.39,61,1.94,36,1.13,6337,68.76,1704,18.49,1981,21.50,411,4.46,4565,49.54,794,8.61,130,1.41,3,0.03,27,0.29,819,8.88,1423,15.44,55,1.77,25,0.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2271,2775,801,6812,1007,201,6,41,1149,2009,71,44,+32.2494167,-080.9091717
45013002107,South Carolina,Beaufort County,1,9876,3361,0,0,0,0,0,0,0,0,0,9.3,70701,1,1,1,1,1,0,0,0,3616,8524,3616,832,2450,832,8524,86.31,2450,24.81,2436,24.67,488,4.94,5117,51.82,1441,14.59,99,1.00,4,0.04,14,0.15,1848,18.71,2800,28.35,39,1.16,226,6.71,3616,36.61,832,8.43,995,10.08,255,2.59,2299,23.28,739,7.49,45,0.45,4,0.04,4,0.04,524,5.31,922,9.34,21,0.63,97,2.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3199,2832,550,5869,1637,113,4,15,2238,3300,43,277,+32.2608068,-080.8659839
45013002108,South Carolina,Beaufort County,0,4769,1741,0,0,0,0,0,0,0,0,0,15.4,84333,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4769,99.99,1470,30.83,1260,26.42,327,6.86,3706,77.70,315,6.61,44,0.92,1,0.02,27,0.57,676,14.17,1244,26.08,92,5.30,45,2.61,4547,95.35,1403,29.43,1188,24.92,314,6.59,3538,74.18,300,6.30,38,0.80,1,0.02,26,0.54,644,13.50,1194,25.04,89,5.12,44,2.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1462,1260,327,3706,315,44,1,27,676,1244,101,48,+32.2226585,-080.8256590
45013002201,South Carolina,Beaufort County,0,6477,2938,0,0,0,0,0,0,0,0,0,7.4,96696,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,5309,81.97,915,14.13,703,10.85,1856,28.66,5052,78.00,128,1.98,37,0.57,0,0.00,9,0.14,82,1.27,164,2.53,49,1.65,21,0.73,4037,62.33,610,9.41,476,7.35,1541,23.80,3895,60.13,76,1.18,25,0.39,0,0.00,7,0.12,33,0.51,94,1.45,24,0.81,17,0.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1422,897,2098,5976,254,56,0,12,179,321,91,30,+32.2799730,-080.8215798
45013002202,South Carolina,Beaufort County,1,2956,1322,0,0,0,0,0,0,0,0,0,4.2,104219,1,1,1,1,1,0,0,0,2867,2956,2867,287,297,287,2956,100.00,297,10.04,365,12.35,1067,36.10,2669,90.29,232,7.85,19,0.64,0,0.00,7,0.24,29,0.98,77,2.60,8,0.63,29,2.22,2867,97.00,287,9.71,363,12.28,1007,34.08,2583,87.37,230,7.79,19,0.64,0,0.00,7,0.22,29,0.97,76,2.57,8,0.61,28,2.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,321,365,1067,2669,232,19,0,7,29,77,9,32,+32.3376045,-080.8200441
45013010100,South Carolina,Beaufort County,1,1717,885,0,0,0,0,0,0,0,0,0,6.8,104405,1,1,1,1,1,0,0,0,1717,1717,1717,243,243,243,1717,100.00,243,14.13,107,6.23,915,53.29,1653,96.27,28,1.63,12,0.70,0,0.00,2,0.12,22,1.28,23,1.34,11,1.23,0,0.00,1717,100.00,243,14.13,107,6.23,915,53.29,1653,96.27,28,1.63,12,0.70,0,0.00,2,0.12,22,1.28,23,1.34,11,1.23,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,272,107,915,1653,28,12,0,2,22,23,13,0,+32.1265422,-080.8133825
45013010200,South Carolina,Beaufort County,1,3476,1686,0,19,0.55,0,0,0,0,0,0,12.6,113750,1,1,1,1,1,0,0,0,1716,2725,1716,316,638,316,2725,78.39,638,18.34,342,9.83,983,28.27,2534,72.90,60,1.74,25,0.71,1,0.03,4,0.13,100,2.88,473,13.59,43,2.56,11,0.65,1716,49.35,316,9.08,213,6.14,643,18.51,1618,46.54,29,0.82,17,0.48,1,0.03,3,0.09,48,1.39,225,6.48,24,1.42,7,0.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,918,422,1347,3241,73,31,1,9,121,571,71,15,+32.1519392,-080.7893447
45013010300,South Carolina,Beaufort County,1,3975,1978,0,56,1.41,0,0,0,0,0,0,2.1,105982,1,1,1,1,1,0,0,0,1655,3604,1655,141,360,141,3604,90.67,360,9.06,448,11.27,1110,27.92,3424,86.13,28,0.70,28,0.72,0,0.00,7,0.18,117,2.94,195,4.89,64,3.24,30,1.51,1655,41.64,141,3.54,209,5.26,463,11.66,1560,39.24,15,0.38,12,0.31,0,0.00,5,0.13,63,1.58,90,2.26,12,0.62,14,0.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,439,471,1272,3791,29,29,0,7,119,204,75,35,+32.1728039,-080.7602214
45013010400,South Carolina,Beaufort County,1,5237,2101,0,0,0,0,0,0,0,0,0,7.2,108111,1,1,1,1,1,0,0,0,3062,4363,3062,553,761,553,4363,83.31,761,14.53,960,18.33,673,12.85,3213,61.36,666,12.72,25,0.48,2,0.03,3,0.05,454,8.67,767,14.65,56,2.64,0,0.00,3062,58.48,553,10.55,728,13.90,386,7.37,2180,41.63,507,9.68,15,0.29,2,0.03,1,0.02,358,6.83,567,10.82,32,1.55,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1012,1049,998,4025,688,35,2,4,483,811,80,0,+32.1985315,-080.7550507
45013010500,South Carolina,Beaufort County,1,3622,1426,0,0,0,1,1,1,0,0,1,23.7,62688,1,1,1,1,1,0,0,0,2621,3548,2621,1069,1343,1069,3548,97.95,1343,37.07,819,22.61,472,13.04,2317,63.97,633,17.48,33,0.90,0,0.00,10,0.28,555,15.32,954,26.34,68,4.77,79,5.52,2621,72.36,1069,29.51,615,16.97,403,11.12,1627,44.92,541,14.94,14,0.40,0,0.00,7,0.19,431,11.91,750,20.70,54,3.75,55,3.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1529,844,477,2361,647,33,0,10,571,978,79,93,+32.2217262,-080.7591761
45013010600,South Carolina,Beaufort County,1,3925,1898,0,48,1.22,0,0,0,0,0,0,3.5,116250,1,1,1,1,1,0,0,0,3565,3769,3565,279,335,279,3769,96.02,335,8.55,455,11.58,1781,45.36,3640,92.74,45,1.14,36,0.91,0,0.00,3,0.08,45,1.15,75,1.91,76,3.98,8,0.41,3565,90.84,279,7.10,436,11.11,1674,42.64,3443,87.72,42,1.08,32,0.83,0,0.00,3,0.08,45,1.14,73,1.87,75,3.96,7,0.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,434,467,1849,3792,46,37,0,3,47,76,82,9,+32.2452931,-080.7347150
45013010700,South Carolina,Beaufort County,1,4606,2130,0,79,1.72,0,0,0,0,1,0,2.2,104738,1,1,1,1,1,0,0,1,3685,4303,3685,258,301,258,4303,93.41,301,6.54,687,14.92,1713,37.20,4187,90.90,60,1.31,28,0.61,0,0.00,0,0.01,28,0.60,41,0.90,113,5.33,15,0.73,3685,80.00,258,5.61,594,12.89,1440,31.27,3588,77.89,50,1.08,25,0.54,0,0.00,0,0.00,23,0.49,33,0.71,87,4.11,13,0.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,341,718,1877,4480,65,30,0,1,30,51,145,18,+32.2572090,-080.7106039
45013010800,South Carolina,Beaufort County,1,3154,1041,0,0,0,1,1,1,0,0,1,38.4,29107,1,1,1,1,1,0,0,0,1066,1765,1066,660,1143,660,1765,55.97,1143,36.24,513,16.27,71,2.26,776,24.60,350,11.09,14,0.43,0,0.00,4,0.11,622,19.73,1031,32.70,30,2.86,154,14.82,1066,33.80,660,20.92,298,9.46,47,1.49,450,14.26,205,6.50,11,0.35,0,0.00,1,0.03,399,12.67,642,20.37,9,0.83,95,9.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2589,934,112,1463,675,21,0,10,985,1754,104,318,+32.2397676,-080.6876677
45013010900,South Carolina,Beaufort County,1,1794,819,0,0,0,0,0,0,0,0,0,13.3,106875,1,1,1,1,1,0,0,0,1355,1726,1355,291,363,291,1726,96.20,363,20.25,264,14.73,634,35.33,1477,82.32,50,2.79,13,0.72,0,0.00,0,0.00,186,10.36,284,15.83,30,3.71,13,1.64,1355,75.53,291,16.21,177,9.87,535,29.85,1211,67.48,25,1.38,12,0.66,0,0.00,0,0.00,108,6.01,165,9.22,28,3.46,11,1.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,405,281,652,1528,55,14,0,0,197,301,33,15,+32.2239188,-080.6788847
45013011000,South Carolina,Beaufort County,1,1771,711,0,0,0,0,1,0,0,0,1,11.2,56538,0,1,0,1,0,0,0,0,198,1543,198,75,628,75,1543,87.13,628,35.46,343,19.35,195,10.98,970,54.80,251,14.18,29,1.65,14,0.79,4,0.20,275,15.52,478,26.97,50,7.00,35,4.96,198,11.19,75,4.25,56,3.16,23,1.31,129,7.30,32,1.81,2,0.09,0,0.00,0,0.00,35,1.99,39,2.19,8,1.12,4,0.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,779,384,228,1114,301,35,15,4,302,518,65,43,+32.1962579,-080.7074487
45013011100,South Carolina,Beaufort County,1,2555,1172,0,0,0,0,0,0,0,0,0,6.9,88971,0,1,0,1,0,0,0,0,142,1766,142,22,405,22,1766,69.12,405,15.86,225,8.81,503,19.67,1535,60.09,71,2.78,28,1.11,4,0.16,3,0.11,125,4.88,252,9.86,19,1.64,0,0.00,142,5.57,22,0.86,18,0.70,40,1.58,118,4.62,10,0.41,3,0.14,2,0.06,0,0.00,9,0.34,28,1.10,4,0.37,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,459,317,803,2176,98,36,4,7,234,404,30,0,+32.1776296,-080.7213883
45013011200,South Carolina,Beaufort County,1,812,392,0,0,0,0,0,0,0,0,0,8.1,98393,0,1,0,1,0,0,0,0,88,483,88,21,112,21,483,59.44,112,13.83,69,8.51,130,15.96,466,57.40,6,0.80,7,0.83,0,0.00,0,0.00,3,0.41,13,1.65,7,1.74,0,0.00,88,10.84,21,2.64,15,1.84,21,2.53,85,10.47,3,0.33,0,0.02,0,0.00,0,0.00,0,0.02,0,0.02,0,0.12,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,177,108,212,778,12,15,0,0,7,32,10,0,+32.1514615,-080.7433783
45013011300,South Carolina,Beaufort County,1,1149,651,0,0,0,0,0,0,0,0,0,6,90750,0,1,0,1,0,0,0,0,178,598,178,32,109,32,598,52.00,109,9.52,56,4.89,100,8.70,546,47.52,24,2.07,3,0.29,0,0.00,1,0.09,23,2.04,74,6.41,16,2.47,15,2.37,178,15.46,32,2.83,18,1.53,29,2.49,167,14.53,4,0.34,0,0.00,0,0.00,0,0.04,6,0.55,17,1.47,5,0.70,4,0.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,190,103,216,1017,59,14,0,1,58,159,25,25,+32.1398723,-080.7612122
45015020101,South Carolina,Berkeley County,0,3173,1281,0,0,0,1,1,0,1,1,1,14.4,42027,1,1,0,0,0,1,0,1,1777,1777,NULL,617,617,NULL,3173,100.00,1151,36.26,712,22.44,559,17.62,1129,35.58,1949,61.42,8,0.25,0,0.00,32,1.01,55,1.73,39,1.23,214,16.69,289,22.54,3173,100.00,1151,36.26,712,22.44,559,17.62,1129,35.58,1949,61.42,8,0.25,0,0.00,32,1.01,55,1.73,39,1.23,214,16.69,289,22.54,1777,56.02,617,19.46,391,12.32,326,10.28,891,28.07,815,25.70,7,0.22,0,0.00,26,0.82,38,1.21,26,0.83,140,10.94,161,12.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,973,712,559,1129,1949,8,0,32,55,39,183,261,+33.3435539,-080.1699561
45015020102,South Carolina,Berkeley County,0,3931,1307,0,563,14.32,1,1,0,0,0,1,34.9,37888,1,1,0,0,0,1,0,0,2025,2025,NULL,814,814,NULL,3931,100.00,1778,45.24,739,18.80,486,12.36,2320,59.02,1475,37.52,4,0.10,0,0.00,42,1.07,90,2.29,61,1.55,68,5.17,271,20.72,3931,100.00,1778,45.24,739,18.80,486,12.36,2320,59.02,1475,37.52,4,0.10,0,0.00,42,1.07,90,2.29,61,1.55,68,5.17,271,20.72,2025,51.51,814,20.69,317,8.07,201,5.10,1034,26.31,903,22.96,3,0.07,0,0.00,27,0.68,58,1.48,39,1.00,29,2.22,117,8.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1782,739,486,2320,1475,4,0,42,90,61,66,264,+33.1909851,-080.2731373
45015020201,South Carolina,Berkeley County,0,3872,1481,0,84,2.17,0,0,0,1,1,1,35.7,39730,0,0,0,0,0,0,0,1,10,10,NULL,6,6,NULL,3146,81.25,1935,49.98,834,21.53,486,12.54,1421,36.71,1625,41.98,3,0.07,0,0.00,14,0.36,83,2.14,66,1.70,186,12.55,348,23.49,2092,54.03,1295,33.44,532,13.75,297,7.68,1042,26.91,991,25.60,2,0.05,0,0.00,10,0.26,47,1.22,36,0.93,114,7.67,234,15.78,10,0.26,6,0.16,3,0.07,2,0.04,2,0.06,7,0.18,0,0.00,0,0.00,0,0.00,1,0.01,0,0.01,0,0.03,1,0.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2190,1037,611,1782,1967,3,0,16,104,82,234,419,+33.3806007,-079.8905635
45015020202,South Carolina,Berkeley County,0,3332,1320,0,0,0,1,1,0,1,1,1,23,35918,1,1,0,0,0,1,0,1,795,795,NULL,428,428,NULL,3332,100.00,1800,54.01,755,22.66,601,18.04,376,11.28,2929,87.91,2,0.06,0,0.00,5,0.15,20,0.60,23,0.69,187,14.13,251,18.98,3332,100.00,1800,54.01,755,22.66,601,18.04,376,11.28,2929,87.91,2,0.06,0,0.00,5,0.15,20,0.60,23,0.69,187,14.13,251,18.98,795,23.87,428,12.84,186,5.57,145,4.35,248,7.44,544,16.32,0,0.00,0,0.00,2,0.06,2,0.06,7,0.21,46,3.47,61,4.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1791,755,601,376,2929,2,0,5,20,23,160,223,+33.4272266,-080.0396688
45015020301,South Carolina,Berkeley County,0,3370,1265,0,0,0,0,0,0,0,0,1,6.8,54160,0,0,0,0,0,0,0,0,460,460,NULL,176,176,NULL,3370,100.00,1334,39.58,844,25.04,395,11.72,2826,83.86,479,14.21,7,0.21,0,0.00,17,0.50,41,1.22,39,1.16,60,4.76,82,6.50,3370,100.00,1334,39.58,844,25.04,395,11.72,2826,83.86,479,14.21,7,0.21,0,0.00,17,0.50,41,1.22,39,1.16,60,4.76,82,6.50,460,13.66,176,5.24,113,3.37,41,1.22,396,11.74,49,1.47,1,0.03,0,0.00,2,0.07,12,0.35,6,0.18,8,0.59,12,0.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1375,844,395,2826,479,7,0,17,41,39,63,81,+33.2871316,-079.8280540
