npi,basic_organization_name,NPI,Hours of Operation,MEDICAID ID,SPOKEN LANGUAGES,e-Rx,Delivery,Compound,Drive- Thru,Vaccines,Handicap Access,Cultural Comp- Training,Accepting New Customers,Website,basic_organizational_subpart,basic_enumeration_date,basic_last_updated,basic_status,basic_authorized_official_credential,basic_authorized_official_first_name,basic_authorized_official_last_name,basic_authorized_official_telephone_number,basic_authorized_official_title_or_position,basic_name,basic_parent_organization_ein,basic_parent_organization_legal_business_name,basic_authorized_official_middle_name,basic_authorized_official_name_prefix,basic_authorized_official_name_suffix,basic_certification_date,basic_name_prefix,basic_first_name,basic_last_name,basic_middle_name,basic_credential,basic_sole_proprietor,basic_gender,addresses_country_code,addresses_country_name,addresses_address_purpose,addresses_address_type,addresses_address_1,addresses_address_2,addresses_city,addresses_state,addresses_postal_code,addresses_telephone_number,addresses_fax_number,lat,long,geo_method
1306164413,PUBLIX SUPER MARKETS INC,1306164413,,710995,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,5/13/10,1/3/20,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,1/3/20,,,,,,,,US,United States,LOCATION,DOM,112 NICKLE PLATE RD,,HARDEEVILLE,SC,299274414,843-208-3605,843-208-3611,32.30715,-80.9727,census
1306187653,WAL-MART STORES EAST LP,1306187653,,714470,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,3/12/13,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2637 GENTRY MEMORIAL HWY,,PICKENS,SC,296719429,864-605-6617,864-878-9158,34.869747,-82.690475,census
1306369335,WALGREEN CO,1306369335,,717759,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy,YES,7/21/17,1/29/19,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,214 SAINT JAMES AVE,,GOOSE CREEK,SC,294452974,217-709-2386,217-709-2344,33.008327,-80.04535,census
1306467766,LAMAR FAMILY PHARMACY,1306467766,,7Z1098,ENG,Y,N,Y,Y,Y,Y,Y,Y,,NO,4/27/20,4/27/20,A,R.PH.,MONICA,VARGAS,843-319-5836,OWNER,LAMAR FAMILY PHARMACY,,,MICHELLE,,,4/27/20,,,,,,,,US,United States,LOCATION,DOM,100 N RAILROAD AVE,,LAMAR,SC,290699726,843-326-5231,843-326-5068,34.16971,-80.06545,census
1306829668,PROFESSIONAL PHARMACY AT MT VIEW IN,1306829668,,714316,ENG,Y,N,N,N,N,Y,Y,Y,,NO,11/21/05,5/25/16,A,RPH,PAULA,KING,864-877-4281,PHARMACIST IN CHARGE,PROFESSIONAL PHARMACY AT MT VIEW IN,,,JAGINA,MR.,JR.,,,,,,,,,US,United States,LOCATION,DOM,428 MEMORIAL DRIVE EXTENSION,,GREER,SC,296511818,864-877-4281,864-877-4077,34.95324578,-82.23744034,Google Maps
1306863576,SAMS EAST INC,1306863576,,769508,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.sAsclub.com/sAs/,YES,7/16/06,8/7/13,A,,LAURA,LEVINE,479-204-8550,MGR OF GOVERNMENT CONTRACTING,SAMS EAST INC,<UNAVAIL>,WAL-MART STORES INC,,,,,,,,,,,,US,United States,LOCATION,DOM,5426 FOREST DR,,COLUMBIA,SC,292065401,803-790-7284,,34.023045,-80.95474,census
1306864111,WAL-MART STORES EAST LP,1306864111,,727812,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/18/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,9880 DORCHESTER RD,,SUMMERVILLE,SC,294858545,843-871-2550,,32.95136216,-80.15515791,Google Maps
1306916481,MEDICINE CABINET OF LAKE CITY,1306916481,,714915,ENG,Y,N,N,Y,Y,Y,Y,Y,,NO,11/8/06,12/2/14,A,BS PHARMACY,TERRY,BLACKMON,843-374-2825,PRESIDENT,MEDICINE CABINET OF LAKE CITY,,,,,,,,,,,,,,US,United States,LOCATION,DOM,319 MERCY ST,,LAKE CITY,SC,295602331,843-374-2825,843-374-9914,33.879574,-79.760124,census
1306940119,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1306940119,,710758,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/12/06,2/29/12,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,41 E CALHOUN ST,,SUMTER,SC,291504367,803-418-0919,,33.92560877,-80.33767451,Google Maps
1306949177,SOUTH CAROLINA CVS PHARMACY LLC,1306949177,,743548,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1500 RIBAUT RD,,PORT ROYAL,SC,299351403,803-524-5440,,32.394424,-80.68583,census
1306950381,COLE-MCGILL ENTERPRISES INC,1306950381,,744007,ENG,Y,N,N,N,Y,Y,Y,Y,,NO,8/18/06,6/17/16,A,,WALTER,TOOLE,864-843-9207,SEC,COLE-MCGILL ENTERPRISES INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,115 W MAIN ST,,LIBERTY,SC,296571140,864-843-9207,864-843-9208,34.78834461,-82.69445447,Google Maps
1306953096,F & L DRUG STORE INC,1306953096,,743776,ENG,N,N,Y,N,N,Y,Y,Y,,NO,8/25/06,7/15/08,A,R. PH.,MONICA,VARGAS,843-396-4431,PHARMACIST IN CHARGE,F & L DRUG STORE INC,,,MICHELLE,,,,,,,,,,,US,United States,LOCATION,DOM,223 N JONES RD,,OLANTA,SC,291140428,843-396-4431,843-396-4658,33.93924781,-79.93380163,Google Maps
1316020589,OCEAN LAKES PHARMACY INC,1316020589,,747216,ENG,Y,N,Y,N,Y,Y,Y,Y,www.oceanlakespharmacy.com,NO,10/23/06,2/28/17,A,,ROGER,WILLIAMS,848-238-5159,OWNER,OCEAN LAKES PHARMACY INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1415 HWY 17 BUSINESS N,,SURFSIDE BEACH,SC,29575,843-238-5159,843-238-8270,33.62398937,-78.9691859,Google Maps
1316040181,SOUTH CAROLINA CVS PHARMACY LLC,1316040181,,741846,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,3/1/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1302 HIGHWAY 72 221 E,,GREENWOOD,SC,296492916,864-223-1892,,34.191437,-82.21691,census
1316121262,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1316121262,,71074D,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,12/27/07,11/19/10,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,MRS.,,,,,,,,,,US,United States,LOCATION,DOM,9625 HIGHWAY 78,,LADSON,SC,294563913,843-818-1190,401-770-7108,32.989204,-80.10001,census
1316135999,SELF REGIONAL HEALTHCARE,1316135999,,746553,ENG,Y,N,N,N,Y,Y,Y,Y,https://www.selfregional.org/,NO,10/9/07,4/6/16,A,RPH,CLIFF,COLLIE,864-725-4155,DIRECTOR OF PHARMACY,SELF REGIONAL HEALTHCARE,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1325 SPRING ST,,GREENWOOD,SC,296463860,864-725-2768,864-725-5768,34.17453,-82.15704,census
1316155823,SOUTH CAROLINA CVS PHARMACY LLC,1316155823,,71630D,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,5/18/07,12/5/16,A,,SUSAN,COLBERT,401-770-2751,"SR. DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,5119 SUNSET BLVD,,LEXINGTON,SC,290729155,803-520-2859,803-520-2859,34.007797,-81.19577,census
1316188105,WALGREEN CO,1316188105,,715735,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,3/9/09,10/3/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1100 TIGER BLVD,,CLEMSON,SC,296312664,864-653-7962,,34.690853,-82.83353,census
1316326887,WAL-MART STORES EAST LP,1316326887,,716092,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,5/29/15,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,3685 LADSON RD,,LADSON,SC,294564304,843-879-5288,843-879-5289,32.98088,-80.12791,census
1316339906,SENECA PHARMACY,1316339906,,715645,ENG,Y,N,N,Y,Y,N,Y,Y,,NO,2/19/15,7/20/15,A,RPH,DONALD,CALVERT,864-985-1359,PHARMACIST IN CHARGE,SENECA PHARMACY,,,L,MR.,,,,,,,,,,US,United States,LOCATION,DOM,15891 WELLS HWY,,SENECA,SC,296781078,864-985-1359,864-985-1362,34.689865,-82.992424,census
1316374507,AIDS HEALTHCARE FOUNDATION,1316374507,,714826,ENG,N,Y,N,N,N,Y,Y,Y,www.ahfpharmacy.org/,NO,10/2/13,2/26/21,A,,SCOTT,CARRUTHERS,323-860-5266,SR. MGR/CHIEF PHARMACY OFFICER,AIDS HEALTHCARE FOUNDATION,,,,,,2/26/21,,,,,,,,US,United States,LOCATION,DOM,3025 FARROW RD,,COLUMBIA,SC,292037001,803-509-5676,803-509-4855,34.02871,-81.02615,census
1316415755,BABAJI LLC,1316415755,,718290,Hindi,Y,N,Y,N,Y,Y,Y,Y,,NO,11/3/18,6/15/20,A,RPH,MANISH,CHOMAL,864-921-8366,AGENT,BABAJI LLC,,,RAJKUMAR,,,6/15/20,,,,,,,,US,United States,LOCATION,DOM,2660 REIDVILLE RD STE 8,,SPARTANBURG,SC,293013512,864-921-8366,,34.91375,-82.01125,census
1326013517,GILDER & WEEKS INC,1326013517,,705781,ENG,Y,Y,N,N,N,Y,Y,Y,,NO,2/21/06,6/16/11,A,,EDDIE,ABRAMS,864-697-6580,OWNER,GILDER & WEEKS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,200 N MAIN ST,,JOANNA,SC,293511030,864-697-6580,864-697-6233,34.41749478,-81.81137542,Google Maps
1326141094,SOUTH CAROLINA CVS PHARMACY LLC,1326141094,,743144,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,3/1/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2571 FOREST DR,,COLUMBIA,SC,292042029,803-254-2376,,34.013424,-81.01086,census
1326250952,WALGREEN CO,1326250952,,715749,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,5/4/07,6/15/18,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,1376 MAIN ST S,,GREENWOOD,SC,29646,864-953-2251,,34.178116,-82.15237,census
1326366493,WAL-MART STORES EAST LP,1326366493,,711102,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,5/13/10,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,175 HIGHWAY 274,,LAKE WYLIE,SC,297106045,803-831-5078,,35.12317822,-81.08453023,Google Maps
1336161082,SOUTH CAROLINA CVS PHARMACY LLC,1336161082,,716307,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,7/24/06,11/8/16,A,,SUSAN,COLBERT,401-770-2751,"SR. DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1300 LONG GROVE DR,,MT PLEASANT,SC,294649462,843-388-8769,843-388-8769,32.82537826,-79.81876167,Google Maps
1336215581,SARATHIRX LLC,1336215581,,718431,ENG,Y,Y,Y,N,Y,Y,Y,Y,,NO,11/28/06,9/11/18,A,RPH,RAMAN,BARAL,605-695-7263,OWNER,SARATHIRX LLC,,,SHARMA,,,,,,,,,,,US,United States,LOCATION,DOM,1409 N MAIN ST,,ANDERSON,SC,296214732,864-224-3581,864-231-6240,34.51595,-82.654045,census
1336217132,GEORGE PARKS PHARMACY INC,1336217132,,720296,ENG,Y,Y,N,Y,N,Y,Y,Y,https://www.parkspharmacy.com,NO,12/1/06,6/10/15,A,,P STEVEN,MCELMURRAY,803-279-7450,OWNER,GEORGE PARKS PHARMACY INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,437 GEORGIA AVE,,NORTH AUGUSTA,SC,298413851,803-279-7450,803-278-3018,33.49466769,-81.97097674,Google Maps
1336242007,SOUTH CAROLINA CVS PHARMACY LLC,1336242007,,71137D,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,592 LANCASTER HWY,,CHESTER,SC,297061658,803-377-4137,,34.70752002,-81.19003698,Google Maps
1336242015,SOUTH CAROLINA CVS PHARMACY LLC,1336242015,,742384,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1888 BOILING SPRINGS RD,,BOILING SPRINGS,SC,293165124,864-599-0920,,35.018364,-81.96199,census
1336409846,SOUTH CAROLINA CVS PHARMACY LLC,1336409846,,716308,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,5/18/12,2/1/21,A,,SUSAN,COLBERT,401-770-2751,"SR. DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,1/29/21,,,,,,,,US,United States,LOCATION,DOM,140 SAYEBROOK PKWY,,MYRTLE BEACH,SC,295886834,843-294-2727,,33.65535253,-78.9803331,Google Maps
1336424167,LAKE WYLIE HEALTH INVESTORS INC,1336424167,,713665,ENG,Y,Y,Y,Y,Y,Y,Y,Y,https://lakewylierx.com,NO,10/12/11,1/27/21,A,,KYLE,MCHUGH,803-240-9882,PRESIDENT,LAKE WYLIE HEALTH INVESTORS INC,,,,,,1/27/21,,,,,,,,US,United States,LOCATION,DOM,221 LATITUDE LN STE 109,,LAKE WYLIE,SC,297108117,803-831-2044,803-939-8489,35.12101664,-81.08007786,Google Maps
1336504695,WALGREEN CO .,1336504695,,716416,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,12/30/15,8/26/19,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO .,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,MANAGER,,,,,,,,,,,US,United States,LOCATION,DOM,805 PAMPLICO HWY STE B130,,FLORENCE,SC,295056049,803-799-6270,,34.15738,-79.75248,census
1336506427,CARESOUTH CAROLINA INC,1336506427,,716297,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.caresouth-carolina.com/care-services/pharmacy,NO,1/21/16,7/19/18,A,,ANN,LEWIS,843-857-0111,PRESIDENT,CARESOUTH CAROLINA INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,122 LATIMER ST,,LATTA,SC,295651828,843-627-6261,843-627-6265,34.33152,-79.42715,census
1336512623,PUBLIX SUPER MARKETS INC,1336512623,,716255,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,11/9/15,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,501 GERVAIS ST,,COLUMBIA,SC,292013045,803-255-6101,803-828-7965,33.997814,-81.04478,census
1336745561,SOCASTEE PHARMACY,1336745561,,7Z1129,ENG,Y,Y,N,N,Y,Y,Y,Y,,NO,12/11/20,12/11/20,A,,MOHIT,PAWAR,843-691-0402,OWNER,SOCASTEE PHARMACY,,,,,,12/11/20,,,,,,,,US,United States,LOCATION,DOM,4490 SOCASTEE BLVD,,MYRTLE BEACH,SC,295887206,843-691-0402,843-691-0403,33.68634,-78.97862,census
1346267598,WAL-MART STORES EAST LP,1346267598,,723723,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,511 N HIGHWAY 52,,MONCKS CORNER,SC,294613132,843-899-5755,,33.21219118,-79.9856321,Google Maps
1346343027,SOUTH CAROLINA CVS PHARMACY LLC,1346343027,,742418,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,204 HAMPTON AVE,,PICKENS,SC,296712420,864-878-7954,,34.88319,-82.70327,census
1346343787,SOUTH CAROLINA CVS PHARMACY LLC,1346343787,,742806,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,12/1/11,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2446 HUDSON RD,,GREER,SC,296502923,864-244-8893,,34.893986,-82.29004,census
1346343886,SOUTH CAROLINA CVS PHARMACY LLC,1346343886,,742670,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1942 MONTAGUE AVENUE EXT,,GREENWOOD,SC,296499045,864-223-7679,,34.226273,-82.19527,census
1346412939,INGLES MARKETS INC,1346412939,,798660,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info,NO,3/24/08,8/15/19,A,RPH,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMACY,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,410 PELZER HWY,,EASLEY,SC,296422106,864-855-6856,864-855-6972,34.80294214,-82.60071197,Google Maps
1346571460,PALMETTO FAMILY PHARMACY,1346571460,,710788,ENG,Y,Y,Y,N,N,Y,Y,Y,https://palmettofAilypharmacy.com,NO,1/29/10,3/30/16,A,,BRANDON,HALL,803-981-4957,CO-OWNER,PALMETTO FAMILY PHARMACY,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1030 OAKLAND AVE STE 101,,ROCK HILL,SC,297323074,803-980-7272,803-980-6969,34.943985,-81.0315,census
1346723004,"EAU CLAIRE COOPERTIVE HEALTH CENTER, INC.",1346723004,,718604,ENG,Y,N,N,N,Y,Y,Y,Y,www.ecchc.org/Services/Pharmacy,YES,9/10/18,5/10/19,A,,DELGADO,CANTAVE,803-733-5969,CEO,"EAU CLAIRE COOPERTIVE HEALTH CENTER, INC.",<UNAVAIL>,"EAU CLAIRE COOPERATIVE HEALTH CENTER, INC",,,,,,,,,,,,US,United States,LOCATION,DOM,407 NORTH BROWN ST,,WEST COLUMBIA,SC,291695710,803-722-1352,803-995-8846,33.989178,-81.08065,census
1346760592,HARLEYVILLE DRUG LLC,1346760592,,717297,ENG,Y,N,Y,N,N,Y,Y,Y,,NO,6/20/17,7/19/18,A,,MARLA,WESTBURY,843-563-1010,OWNER,HARLEYVILLE DRUG LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,108 W MAIN ST,,HARLEYVILLE,SC,294483700,843-462-7646,843-462-7646,33.21616731,-80.44860087,Google Maps
1356368500,WAL-MART STORES EAST LP,1356368500,,722978,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1636 SANDIFER BLVD,,SENECA,SC,296780906,864-885-0119,,34.684364,-83.004234,census
1356377402,WALGREEN CO,1356377402,,715748,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,6/23/06,6/28/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1098 N FRASER ST,,GEORGETOWN,SC,294402849,843-545-1732,,33.388214,-79.288994,census
1356393771,BRIDGERS DRUG STORE & GIFTS LLC,1356393771,,715086,ENG,Y,Y,N,N,Y,Y,Y,Y,,NO,5/16/06,10/24/20,A,PHARMD,BRENT,HASTY,843-423-2682,OWNER,BRIDGERS DRUG STORE & GIFTS LLC,,,A,DR.,,10/24/20,,,,,,,,US,United States,LOCATION,DOM,305 N MAIN ST,,MARION,SC,295713027,843-423-2682,843-423-2429,34.18226834,-79.4009656,Google Maps
1356444038,SOUTH CAROLINA CVS PHARMACY LLC,1356444038,,745354,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,4627 MAIN ST,,COLUMBIA,SC,292035980,803-786-1106,,34.04546,-81.03396,census
1356445159,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1356445159,,710773,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/12/06,2/29/12,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,698 FAIRVIEW RD,,SIMPSONVILLE,SC,296806708,864-962-8991,,34.705006,-82.257904,census
1356487607,SOUTH CAROLINA DEPT OF MENTAL HEALTH ACCOUNTING OFFICE,1356487607,,713792,ENG,Y,N,Y,N,Y,N,Y,YES,https://scdmh.net/,NO,1/30/07,4/23/18,A,RPH,CHRISTINE,LATHAM,803-935-7154,DIRECTOR OF PHARMACY,SOUTH CAROLINA DEPT OF MENTAL HEALTH ACCOUNTING OFFICE,,,SHARP,MRS.,,,,,,,,,,US,United States,LOCATION,DOM,220 FAISON DR,,COLUMBIA,SC,292033210,803-935-7154,803-935-5627,34.082233,-80.99518,census
1356490148,THE FINKLIN CORPORATION,1356490148,,786638,ENG,Y,Y,Y,Y,Y,Y,Y,Y,,NO,1/9/07,9/30/20,A,,MICHAEL,FINKLIN,803-799-9520,OWNER/OPERATOR,THE FINKLIN CORPORATION,,,L,,,9/30/20,,,,,,,,US,United States,LOCATION,DOM,3800 N MAIN ST STE A,,COLUMBIA,SC,292036446,803-735-0525,803-799-9522,34.03539,-81.04179,census
1356510820,WALGREEN CO,1356510820,,71577E,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,2/28/08,1/11/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1903 S LAKE DR,,LEXINGTON,SC,290737760,803-356-1001,,33.90725,-81.22313,census
1356674378,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1356674378,,710629,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/9/09,11/19/10,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS","SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,930 82ND PKWY,,MYRTLE BEACH,SC,29572,401-765-1500,,33.760963,-78.81668,census
1356726798,DELTA OF HOLLYWOOD LLC,1356726798,,716078,ENG,Y,N,Y,N,Y,Y,Y,Y,https://delta-rx.com/,NO,7/28/15,11/25/15,A,,ANDRIA,WELCH,843-761-5255,MANAGER,DELTA OF HOLLYWOOD LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,6251 HIGHWAY 162,,HOLLYWOOD,SC,294495782,843-564-5720,843-899-4970,32.73573456,-80.23753237,Google Maps
1356767461,INGLES MARKETS INC,1356767461,,715100,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info,NO,3/13/14,8/15/19,A,RPH,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMACY,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1900 N MAIN ST,,ANDERSON,SC,296213849,864-332-0552,864-226-8414,34.52091,-82.65605,census
1356906903,PHV LLV,1356906903,,7Z1034,ENG,Y,N,N,N,Y,Y,Y,Y,,NO,5/8/19,9/30/19,A,PHARMACIST,VERONICA,VARZARU,803-581-1095,PHARMACIST IN CHARGE,PHV LLV,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1645 J A COCHRAN BYP STE G,,CHESTER,SC,297063102,803-581-1095,803-845-3724,34.696335,-81.19268,census
